app_name,avg_sentiment
Death Tractor,-0.206
Death and the Fly,-0.154
Death by Game Show,0.224
Death to Spies,0.373
Death to Spies: Moment of Truth,0.438
DeathSpank,0.405
DeathSpank: Thongs Of Virtue,0.783
Deathless: The City's Thirst,0.028
Deathmatch Classic,0.617
Deathsmiles,0.39
Deathstate,0.426
Deathtrap,0.787
Deathtrap Dungeon,-0.598
Decay - The Mare,-0.185
Decisive Campaigns: Barbarossa,0.772
Decisive Campaigns: Case Blue,0.431
Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,0.798
Deep Below,-0.357
Deep Black : Reloaded,-0.789
Deep Eclipse,-0.447
Deep Space Dash,-0.595
Deep Under the Sky,-0.799
Deer Hunt Legends,-0.602
Deer Man,0.377
Default Dan,0.41
Defend Felinearth,-0.226
Defend The Highlands,0.178
Defend Your Crypt,0.125
Defend Your Life,0.199
Defender's Quest: Valley of the Forgotten,0.774
Defenders of Ardania,-0.626
Defenders of Time,-0.364
Defenders of the Last Colony,0.246
Defense Grid: The Awakening,0.759
Defense Of Greece TD,-0.339
Defense Technica,-0.972
Defense Zone,0.562
Defense Zone 2,0.199
Defense of Egypt: Cleopatra Mission,0.331
Defragmented,0.179
Defunct,0.399
Defy Gravity,0.642
Deity Quest,0.044
Deja Vu II: MacVenture Series,-0.185
Deja Vu: MacVenture Series,0.018
Delicious - Emily's New Beginning,0.995
Delicious! Pretty Girls Mahjong Solitaire,0.155
Deliverance,-0.407
Delta Force,-0.044
Delta Force 2,0.796
Delta Force: Black Hawk Down,0.608
Delta Force: Black Hawk Down - Team Sabre,-0.397
Delta Force: Land Warrior,0.027
Delta Force: Task Force Dagger,0.231
Delta Force: Xtreme,-0.073
Delta Force: Xtreme 2,-0.773
Delve Deeper,0.211
Demented Pixie,1.0
Dementium II HD,-0.401
Demetrios - The BIG Cynical Adventure,0.466
Demigod,-0.195
Democracy 2,-0.228
Democracy 3,0.177
Democracy 3 Africa,0.021
Demolish & Build 2017,-0.16
Demolition Company Gold,-0.007
Demolition Master 3D,-0.601
"Demolition, Inc.",-0.002
Demon Hearts,0.766
Demon Hunter: Chronicles from Beyond,-0.436
Demon Truck,0.766
Demon's Crystals,-0.193
Demonicon,0.161
Demonlisher,-0.429
Demons with Shotguns,0.641
Deponia,0.216
Deponia Doomsday,0.262
Deponia: The Complete Journey,0.245
Depression Quest,0.176
Depth,0.418
Depth Hunter 2: Deep Dive,0.171
Depths of Fear :: Knossos,-0.527
Depths of Peril,0.234
Deranged Rabbits,0.164
Derelict,-0.781
Derrick the Deathfin,0.008
Descent: Freespace - The Great War,0.439
Descent: Road to Legend,0.398
Desert Ashes,-0.619
Desert Gunner,-0.704
Desert Law,-0.649
Desert Thunder,-0.204
Deserter Simulator,0.25
Desktop Dungeons,0.77
Despair,-0.798
Desperados - Wanted Dead or Alive,0.015
Desperados 2: Cooper’s Revenge,-0.543
Destination Sol,0.024
Destiny Warriors,-0.782
Destiny of Ancient Kingdoms™,-0.416
"Destiny's Princess: A War Story, A Love Story",0.236
Destructamundo,0.333
Detective Case and Clown Bot in: Murder in the Hotel Lisbon,0.015
Detective Grimoire,0.446
Detective Hank and the Golden Sneeze,0.999
Detective Hayseed - Hollywood,0.999
Detective Hunt - Crownston City PD,0.396
Deus Ex: Game of the Year Edition,0.595
Deus Ex: Human Revolution - Director's Cut,0.596
Deus Ex: Invisible War,-0.593
Deus Ex: Mankind Divided™,-0.395
Deus Ex: The Fall,-0.798
Dev Guy,0.189
Devil Daggers,0.584
Devil May Cry 3: Special Edition,-0.216
Devil May Cry 4,0.52
Devil May Cry 4 Special Edition,0.769
Devil's Bluff,-0.578
Devil's Dare,-0.0
Devilian,0.387
Devilry,-0.388
Devils & Demons,-0.562
Devoured Time,-1.0
Devouring Stars,-0.04
Dex,0.756
DiRT Rally,0.603
DiRT Showdown,0.438
Diabolical,-0.024
Diadra Empty,0.201
Diamond Dan,0.204
Diamond Deeps,0.33
Diamond Joyce and the Secrets of Crystal Cave,0.554
Diaper Dash,0.06
Diaries of a Spaceport Janitor,0.338
Dicetiny,-0.581
Diehard Dungeon,0.383
Dig 4 Destruction,0.418
DiggerOnline,-0.796
Digimon Masters Online,-0.044
Diib's Dilemma,0.138
Dimensity,-0.8
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",0.595
Diner Dash: Hometown Hero,-0.018
Diner Mania,0.005
DinerTown Detective Agency,-0.499
DinerTown Tycoon,0.014
Dinner Date,-0.34
Dino D-Day,0.398
Dino Eggs: Rebirth,0.172
Dino Run DX,0.815
Dinocide,0.199
Dinosaur Hunt,-0.005
Diorama Battle of NINJA,-0.969
Diorama No.1 - Blocked In,0.424
Diorama No.3 : The Marchland,0.585
Direct Hit: Missile War,-0.596
Directionless,-0.194
Dirty Bomb,-0.565
DiscStorm,0.762
Disciples II: Gallean's Return,0.426
Disciples II: Rise of the Elves,-0.355
Disciples III: Reincarnation,0.035
Disciples III: Renaissance,-0.389
Disciples III: Resurrection,-0.049
Disciples Sacred Lands Gold,0.223
Discouraged Workers,-0.556
Discouraged Workers TEEN,0.001
Discovering Colors - Animals,-0.123
Discovery! A Seek & Find Adventure,-0.364
Discovr™ Egypt: King Tut's Tomb,-0.751
Disgaea PC,0.402
Disgraced,0.128
Dishonored,0.236
Dishonored 2,0.765
Disillusions Manga Horror,-0.399
Disney Epic Mickey 2,-0.599
Disney Fairies: Tinker Bell's Adventure,-0.39
Disney Mickey's Typing Adventure,-0.336
Disney Movies VR,-0.759
Disney Pirates of the Caribbean: At Worlds End,0.004
Disney Planes,0.196
Disney Princess :  My Fairytale Adventure,0.214
Disney Tangled,-0.432
Disney Universe,-0.0
Disney's Princess Enchanted Journey,0.5
Disney's Treasure Planet: Battle of Procyon,0.39
Disney-Pixar Brave,0.592
Disorder,-0.005
Dispersio,0.334
DisplayFusion,0.999
Disposable Heroes,0.186
Distant Star: Revenant Fleet,0.178
Distant Worlds: Universe,-0.001
Disturbed,0.407
Dive to the Titanic,-0.8
Divekick,0.199
Divine Divinity,0.423
Divine Slice of Life,-0.014
Divinity II: Developer's Cut,0.199
Divinity: Dragon Commander,0.388
Divinity: Original Sin (Classic),0.795
Divinity: Original Sin Enhanced Edition,0.8
DmC Devil May Cry,0.407
Do Not Fall,-0.314
DoDonPachi Resurrection,0.17
Doc Clock: The Toasted Sandwich of Time,-0.244
Doctor Watson - The Riddle of the Catacombs,-0.747
Dodge,-0.211
Dog Sled Saga,0.576
DogFighter,0.613
Dogs of War Online - Beta,0.182
Dokuro,0.011
Dolphin Defense,0.02
Domestic Dog,-0.508
Dominions 3,0.597
Dominions 4,-0.186
Dominique Pamplemousse,-0.18
Domino Sky,0.993
Don Bradman Cricket 14,0.642
Don'Yoku,0.164
"Don't Die Dateless, Dummy!",-0.613
Don't Disturb,0.186
Don't Let Go!,-0.377
Don't Starve,0.61
Don't Starve Together,0.564
Don't open the doors!,0.72
Doodle God,-0.357
Doodle God: 8-bit Mania,-0.334
Doom & Destiny,0.426
Doom & Destiny Advanced,0.382
Doom Rails,-0.404
Doomed'n Damned,-0.003
Door Kickers,0.832
Door To Door,1.0
Doors,-0.26
Doorways: Holy Mountains of Flesh,-0.38
Doorways: Old Prototype,0.398
Doorways: Prelude,-0.4
Doorways: The Underworld,0.365
Dorke and Ymp,-0.999
Dota 2,0.184
Dots eXtreme,0.988
Double Action: Boogaloo,0.264
Double Dragon Neon,0.041
Double Dragon Trilogy,0.196
Dovetail Games Flight School,-0.199
Down To One,-0.632
Downfall,0.4
Downpour ,0.049
Downwell,0.799
Dr. Bulbaceous,-0.333
Dr. Daisy: Pet Vet,-0.0
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0.209
Dr.Green,0.398
Draconian Wars,-0.6
Dracula 2: The Last Sanctuary,-0.416
Dracula 3: The Path of the Dragon,-0.005
Dracula 4 and  5 - Special Steam Edition,0.217
Dracula's Legacy,-0.195
Dracula: Love Kills,0.5
Dracula: Origin,-0.209
Dracula: The Resurrection,-0.394
Dragon Age: Origins,0.411
Dragon Age: Origins - Awakening,0.782
Dragon Age: Origins - Ultimate Edition,0.202
Dragon Fantasy: The Volumes of Westeria,0.603
Dragon Fin Soup,0.151
Dragon Nest Europe,-0.003
Dragon Rage,0.005
Dragon Saga,0.007
Dragon's Dogma: Dark Arisen,0.651
Dragon's Lair,0.599
Dragon's Lair 2: Time Warp,0.599
Dragon's Wake,0.8
DragonSphere,-0.072
Dragonpath,0.484
Dragons and Titans,0.045
Drakensang,0.417
Drakensang The River of Time,0.194
Draw Rider,0.239
Draw a Stickman: EPIC,-0.001
Draw a Stickman: EPIC 2,0.045
Drawful 2,0.204
Drawn: Dark Flight,0.45
Drawn: The Painted Tower,0.561
Drayt Empire,-0.04
DreadOut,-0.584
DreadOut: Keepers of The Dark,-0.4
Dream,-0.399
Dream Catcher Chronicles: Manitou,-0.543
Dream Chamber,-0.235
Dream Dealer,-0.373
Dream Of Mirror Online,-0.005
Dream Tale,0.407
DreamBreak,-0.21
DreamDesk VR,0.092
DreamLand,-0.207
Dreamfall Chapters,0.422
Dreamfall: The Longest Journey,-0.159
Dreaming,-0.112
Dreaming Sarah,0.188
Dreamscape,0.782
Dreamscapes: Nightmare's Heir - Premium Edition,-0.462
Dreamscapes: The Sandman - Premium Edition,0.196
Dreii,0.195
Drew and the Floating Labyrinth,-0.592
Drift GEAR Racing Free,-0.628
Drift Streets Japan,-0.014
Driftmoon,0.794
Driftwood The Visual Novel,-0.206
Drive Megapolis,-0.196
Drive to Hell,0.614
Driveby Gangster,-0.599
Driver Booster 3 for STEAM,0.635
Driver Booster 4 for Steam ,-0.177
Driver Fusion,0.001
Driver: Parallel Lines,0.392
Driving School Simulator,-0.556
Drizzlepath: Genie,-0.018
Drone Zero Gravity,-0.334
"Drones, The Human Condition",0.514
Drop Alive,0.216
Drop Out 0,0.277
Dropsy,0.812
Drox Operative,0.351
DrumKit VR - Play drum kit in the world of VR,0.5
Drunk Wizards,-0.971
Drunken Robot Pornography,-0.234
Drusilla Dreams,0.198
Dual Core,0.609
Dub Dash,0.176
DubWars,0.425
Ducati World Championship,-0.99
Duck Dynasty,0.41
Duck Force,-1.0
Duck Game,0.586
DuckTales Remastered,0.596
Duckpocalypse,0.799
Duet,0.611
Duke Nukem 3D: 20th Anniversary World Tour,0.391
Duke Nukem Forever,-0.217
Dungeon Crawlers HD,-0.6
Dungeon Defenders,0.554
Dungeon Defenders Eternity,-0.002
Dungeon Escape,0.218
Dungeon Fighter Online,0.217
Dungeon Hearts,-0.197
Dungeon Hero,-0.201
Dungeon Highway,0.601
Dungeon Journey,0.589
Dungeon Kingdom: Sign of the Moon,0.998
Dungeon Lords Steam Edition,0.247
Dungeon Lurk II - Leona,-0.803
Dungeon Manager ZV,0.241
Dungeon Nightmares II : The Memory,0.0
Dungeon Party,0.142
Dungeon Rats,0.199
Dungeon Rushers,0.395
Dungeon Shooter 2,-0.001
Dungeon Siege,0.382
Dungeon Siege III,-0.193
Dungeon Souls,0.217
Dungeon Warfare,0.769
Dungeon of Gain,-0.98
Dungeon of Zolthan,0.202
Dungeon of the ENDLESS™,0.352
DungeonUp,0.612
Dungeonbowl Knockout Edition,-0.928
Dungeonland,-0.563
Dungeonmans,0.207
Dungeons,0.169
Dungeons & Darkness,-0.048
Dungeons & Dragons Online®,0.39
Dungeons & Dragons: Chronicles of Mystara,0.245
Dungeons & Dragons: Daggerdale,-0.6
Dungeons - The Dark Lord,-0.799
Dungeons 2,0.163
Dungeons Are Random,-0.197
Dungeons: The Eye of Draconus,-0.424
Dusk 12,-0.633
Duskers,0.597
Dust: An Elysian Tail,0.801
Dustbowl,0.023
Dustforce,0.798
Dustoff Heli Rescue,0.395
Dusty Revenge,-0.794
Dwarf Tower,0.22
Dwarfs F2P,0.397
Dwarfs!?,-0.057
Dwarven Brawl Bros,0.596
Dyad,-0.148
Dyadic,0.714
Dying Light,0.036
Dynamic,-0.009
Dynamite Alex,-0.334
Dynamite Jack,0.643
Dynasty Warriors 8 Empires,-0.148
Dynetzzle Extended,0.824
Dyno Adventure,-1.0
Dynomite! Deluxe,-0.0
Dyscourse,0.131
Dysfunctional Systems: Learning to Manage Chaos,0.547
Dystopia,0.201
E.T. Armies,-0.35
E.Y.E: Divine Cybermancy,0.184
EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,0.612
EDGE,0.18
EDMtv VR,-0.339
ENDLESS™ Legend,0.792
ENDLESS™ Space - Definitive Edition,0.599
ENIGMA:,0.843
ENSLAVED™: Odyssey to the West™ Premium Edition,0.364
EPOCH,0.169
EPΘCH,0.158
ESCHATOS,0.8
ESEA,-0.009
EVE Online,0.349
EVE: Valkyrie,0.202
EVGA Precision X1,0.187
EXZEAL,0.332
Eador. Genesis,-0.6
Eador. Masters of the Broken World,-0.289
Eagle Flight,-0.4
Earn to Die 2,0.432
Earth 2140 HD,-0.8
Earth 2150 Trilogy,0.351
Earth 2160,0.149
Earth Defense Force: Insect Armageddon,-0.199
Earth Overclocked,-0.158
Earth Space Colonies,-0.418
Earthtongue,0.548
Earthworm Jim 2,-0.0
Earthworm Jim 3D,-0.798
East India Company,0.572
East Tower - Akio (ET Series Vol. 1),-0.188
East Tower - Kuon (ET Series Vol. 3),0.004
East Tower - Kurenai (ET Series Vol. 4),0.054
East Tower - Takashi (ET Series Vol. 2),0.376
Eastside Hockey Manager,0.0
Easy eSports,0.219
Eaten Alive,-0.824
Echelon,-0.6
Echelon: Wind Warriors,0.042
Echo Tokyo: An Intro,-0.2
Echo of Soul,-0.016
Echo of the Wilds,0.576
Echoes of Aetheria,0.607
Echoes+,-0.17
Eclipse --- Defending the motherland,-0.597
Eclipse: New Dawn for the Galaxy,0.008
Edge of Space,-0.8
Edge of Twilight – Return To Glory,-0.403
Edmersiv,-0.077
Edna & Harvey: Harvey's New Eyes,-0.23
Edna & Harvey: The Breakout,-0.2
Edolie,0.643
Eets Munchies,-0.122
Egg Time,0.992
EggK47,-1.0
Egyptian Senet,0.599
Egyptian Settlement Gold,-1.0
Eidolon,-0.342
Eight Mini Racers,0.025
Eisenbahn X,-1.0
Eisenhorn: XENOS,-0.405
Eisenwald: Blood of November,-0.189
El Matador,-0.33
El Ninja (Beta),-0.043
Elansar,-0.744
Elastrix,0.397
Elder Sign: Omens,0.148
Eldevin,0.392
Eldritch,0.173
Electronic Super Joy,0.192
Electronic Super Joy: Groove City,0.158
Elegy For A Dead World,-0.186
Element4l,0.6
Elemental Heroes,-0.238
Elementary My Dear Majesty!,0.356
Elements: Epic Heroes,-0.406
Elements: Soul of Fire,-0.425
Elems,0.559
Eleusis,-0.599
Eleven Table Tennis,0.784
Elisa: The Innkeeper - Prequel,-0.001
Elite Dangerous,-0.239
Elite Dangerous: Arena,-0.189
Elite vs. Freedom,-0.998
Elizabeth Find M.D. - Diagnosis Mystery - Season 2,-0.409
Elliot Quest,0.215
Elminage Gothic,0.158
Else Heart.Break(),0.177
Elsword,0.384
Elven Legacy: Magic,-0.989
Elven Legacy: Ranger,0.143
Elven Legacy: Siege,-0.325
Elves Adventure,-0.441
Elysium: Blood Games,0.195
Ember,0.406
Ember Kaboom,0.196
Emerald City Confidential,0.397
Emerge: Cities of the Apocalypse,0.163
Emerland Solitaire: Endless Journey,-0.058
Emily Wants To Play,-0.349
Emily is Away,-0.331
Emily: Displaced,0.964
Empire of the Gods,0.184
Empires,0.402
Emporea,-0.553
Empress Of The Deep,-0.553
Empress Of The Deep 2: Song Of The Blue Whale,0.362
Empty Horizons,0.362
Empyrean,0.197
Enclave,-0.001
Endless Burst,-1.0
Endless Sky,0.953
Endorlight,-0.244
Enemy,0.43
Enemy Front,0.16
Enemy Mind,0.42
Energy Balance,-0.2
Energy Cycle,0.537
Energy Hook,-0.578
Enforcer: Police Crime Action,0.129
English Country Tune,0.044
Enigmatis 2: The Mists of Ravenwood,0.59
Enigmatis 3: The Shadow of Karkhala,0.796
Enigmatis: The Ghosts of Maple Creek,0.192
Enola,0.368
Enter the Gungeon,-0.199
Entropy Rising,0.397
Envelop for Windows,0.188
Environmental Station Alpha,0.248
Envy the Dead,-0.271
Eon Altar,0.59
Epanalepsis,-0.4
Ephemerid: A Musical Adventure,0.798
Epic Arena,0.196
Epic Battle Fantasy 3,0.793
Epic Battle Fantasy 4,0.776
Epic Cards Battle(TCG),0.181
Epic Clicker Journey,-0.356
Epic Manager,-0.003
Epic Quest of the 4 Crystals,0.419
Epic Showdown,-0.357
Epigenesis,0.142
Epistory - Typing Chronicles,0.789
Equin: The Lantern,0.751
Eradicator,0.399
Eron,-0.387
Erusal,-0.299
Eryi's Action,-0.197
Escape,-0.616
Escape Bloody Mary,0.613
Escape Dead Island,-0.404
Escape Goat,0.999
Escape Goat 2,0.765
Escape Rosecliff Island,-0.211
Escape The Lost Kingdom: The Forgotten Pharaoh,-0.611
Escape The Museum,-0.398
Escape This,-0.395
Escape from Paradise,-0.188
Escape from Paradise 2,-0.001
Escape the Game,-0.016
EscapeVR: The Basement,0.57
Eschalon: Book 1,0.608
Eschalon: Book 2,0.211
Eschalon: Book 3,-0.787
Esenthel Engine,-0.4
Eterium,0.185
Eternal Destiny,0.392
Eternal Senia,0.74
Eternal Step,-0.2
Eternity's Child,-0.623
Ethan: Meteor Hunter,0.2
Ether One,0.392
Ether Vapor Remaster,0.184
Etherium,0.002
Etherlords,-0.599
Etherlords II,0.188
Euclidean,-0.402
Eufloria HD,0.598
Euro Fishing,0.191
Euro Truck Simulator,0.452
Euro Truck Simulator 2,0.536
Eurofighter Typhoon,-0.795
Europa Universalis: Rome - Gold Edition,-0.19
European Fishing,-0.607
Event[0],0.432
Eventide 2: The Sorcerers Mirror,-0.036
Eventide: Slavic Fable,0.769
EverQuest Free-to-Play,0.559
EverQuest II,0.389
Everest VR,-0.18
Everlasting Summer,0.612
Eversion ,0.237
Everybody's Gone to the Rapture,0.171
Everyday Genius: SquareLogic,0.801
Everyday Shooter,0.793
Everything is Peachy,0.418
Evil Genius,0.643
Evil Pumpkin: The Lost Halloween,-0.003
EvilMaze,-0.004
EvilQuest,0.401
Evo Explores,0.397
Evochron Legacy SE,0.429
Evochron Mercenary,0.214
Evoland,-0.193
Evoland 2,0.372
Evolution,-0.613
Evolution II: Fighting for Survival,-0.8
Evolution Planet: Gold Edition,0.591
Evolve Stage 2,0.001
Evopollution,-1.0
Excubitor,-0.202
Executive Assault,-0.001
Exile's End,-0.18
Exodus,-0.55
Exodus Wars: Fractured Empire,-0.594
Exostorm,-0.267
Expand,0.982
Expander,0.347
Expeditions: Conquistador,-0.43
Experience 112,-0.37
Expert Rifleman - Reloaded,-0.428
Explodemon,0.218
Explosionade,0.388
Exteria,0.208
Extravaganza Rising,0.088
Extreme Exorcism,0.454
Extreme Forklifting 2,0.412
Extreme Roads USA,-0.997
Extreme Skiing VR,-0.995
F-117A Nighthawk Stealth Fighter 2.0,0.217
F-16 Multirole Fighter,0.004
F-19 Stealth Fighter,0.428
F-22 Lightning 3,-0.202
F.E.A.R.,0.253
F.E.A.R. 2: Project Origin,-0.405
F.E.A.R. 3,-0.006
F1 2012,0.764
F1 2014,0.401
F1 2015,-0.611
F1 2016,-0.014
F1 Race Stars,-0.222
FALL,-0.355
FARIA: Ghosts of the Stream,0.416
FATALE,-0.586
FATE,0.59
FATE: The Cursed King,0.211
FATE: The Traitor Soul,0.371
FATE: Undiscovered Realms,0.399
FATED: The Silent Oath,-0.4
FEZ,0.4
FINAL FANTASY IV: THE AFTER YEARS,-0.327
FINAL FANTASY IX,0.765
FINAL FANTASY TYPE-0 HD,-0.374
FINAL FANTASY VII,0.602
FINAL FANTASY VIII,0.599
FINAL FANTASY X/X-2 HD Remaster,0.799
FINAL FANTASY XIII,-0.001
FINAL FANTASY XIII-2,-0.205
FINAL FANTASY XIV Online,0.986
FINAL FANTASY® XI: Ultimate Collection Seekers Edition NA,0.796
FINAL FANTASY® XI: Ultimate Collection Seekers Edition ROW,-0.186
FINAL TAKE,0.029
FIST OF AWESOME,-0.585
FIVE: Champions of Canaan,0.782
FIVE: Guardians of David,0.221
FL337,1.0
FLOCK!,-0.189
FLY'N,0.396
FORCED,-0.222
FORCED SHOWDOWN,0.798
FORGOTTEN BALL,0.333
FOTONICA,0.241
FPV Air Tracks,-0.595
FRACT OSC,0.61
FTL: Faster Than Light,0.773
Fable - The Lost Chapters,0.829
Fable Anniversary,-0.209
Fables from the Den,0.999
Fabric,0.992
Fabula Mortis,-0.059
Fabulous Food Truck,-0.403
Face Noir,-0.189
FaceRig,0.218
Faces of War,-0.194
Fading Hearts,0.434
Faerie Solitaire,0.21
Faery - Legends of Avalon,-0.349
Fahrenheit: Indigo Prophecy Remastered,-0.001
Fair Strike,-0.204
Fairies vs. Darklings: Arcane Edition,0.476
Fairspace,-0.188
Fairy Bloom Freesia,0.206
Fairy Fencer F,0.796
Fairy Tale Mysteries 2: The Beanstalk,-0.396
Fairy Tale Mysteries: The Puppet Thief,0.165
Fake Colours,0.353
Falcon,-0.863
Falcon 4.0,-0.601
Falcon A.T.,-0.986
Falcon Gold,-0.999
Fall of the New Age Premium Edition,-0.975
Fall of the Titanic,-0.397
Fallen Earth,-0.226
Fallen Enchantress,-0.241
Fallen Enchantress: Legendary Heroes,0.393
Fallen Temple,0.951
Fallen: A2P Protocol,-0.607
Falling Stars: War of Empires,0.192
Fallout,0.39
Fallout 2,0.407
Fallout 3,-0.369
Fallout 3 - Game of the Year Edition,0.213
Fallout 4,-0.647
Fallout Tactics,-0.002
Fallout: New Vegas,0.377
Famaze,0.176
Fancy Skiing VR,0.58
Fancy Slingshot VR,-0.13
Fantastic 4 In A Row 2,-0.201
Fantastic Checkers 2,-0.6
Fantastic Contraption,0.797
Fantastic Pinball Thrills,-0.402
Fantasy Grounds Classic,0.519
Fantasy Kingdom Simulator,-0.434
Fantasy Wars,-0.148
Far Cry,-0.023
Far Cry 2,-0.009
Far Cry 4,0.384
Far Cry Primal,0.197
Far Cry® 3,0.175
Far Cry® 3 Blood Dragon,0.388
FarSky,-0.386
Farm Expert 2017,-0.228
Farm Frenzy,0.488
Farm Frenzy 2,0.143
Farm Frenzy 3,0.553
Farm Frenzy 3 American Pie,0.914
Farm Frenzy 4,0.2
Farm Frenzy Collection,0.6
Farm Frenzy Pizza Party,0.309
Farm Frenzy: Hurricane Season,0.619
Farm Life: Natures Adventure,-0.421
Farm Machines Championships 2014,-0.607
Farm Mania: Hot Vacation,0.994
Farm for your Life,-0.339
Farming 6-in-1 bundle,-0.265
Farming Simulator 15,0.626
Farming Simulator 17,0.594
Farming Simulator 2011,0.234
Farming Simulator 2013,0.42
Farming World,-0.74
Farnham Fables,0.181
Faron's Fate,-0.036
Fasaria World Online,-0.562
Fast & Furious: Showdown,-0.202
Fat Chicken,-0.175
Fatal Fight,0.158
Fatal Theory,0.05
Fate Tectonics,0.81
Fate of the World,0.173
Fated Souls,-0.195
Fatehaven,0.162
Father´s Island,0.448
Fatty Bear's Birthday Surprise,0.602
Fatty Maze's Adventures,-0.483
Fear Equation,-0.223
Fearless Fantasy,0.399
Feed and Grow: Fish,-0.152
Feeding Frenzy 2: Shipwreck Showdown Deluxe,0.583
Feel-A-Maze,-0.005
Feelings Adrift,-0.399
Feesh,0.6
Felt Tip Circus,0.577
Fenix Rage,0.198
Fermi's Path,0.791
Fernbus Simulator,-0.404
Ferrum's Secrets: where is grandpa?,-0.983
Feudalism,-0.404
Fibbage XL,0.605
Fiber Twig: Midnight Puzzle,0.416
Fieldrunners,-0.005
Fieldrunners 2,0.002
Fiesta Online,-0.417
Fiesta Online NA,0.225
Fight The Dragon,0.189
Fighties,0.002
Fill Up!,-0.764
Final Approach,0.798
Final Approach: Pilot Edition,0.196
Final DOOM,0.349
Final Dusk,-0.01
Final Exam,0.434
Final Fantasy III (3D Remake),0.009
Final Fantasy IV (3D Remake),0.224
Final Hours of Titanfall,0.424
Final Hours of Tomb Raider,0.795
Final Quest,-0.23
Final Quest II,-0.403
Final Rush,-0.6
Final Slam 2,-0.366
Final Soccer VR,0.592
Find Out,-0.598
Finders,0.157
Finding Nemo,0.387
Finding Teddy,0.37
Fine Sweeper,0.754
Fingerbones,-0.179
Finn and Jake's Epic Quest,-0.163
Finque,-1.0
Fire: Ungh’s Quest,0.756
FireAlpaca SE,0.331
Fireburst,-0.797
Firefight,0.163
Firefighters - The Simulation,-0.798
Firefighters 2014,-0.58
Fireflies,-0.399
Firefly Online Cortex,0.184
Firewatch,0.593
Fish Tycoon,0.394
Fist Slash: Of Ultimate Fury,0.395
Fistful of Frags,0.987
Fitness Dash,0.666
Fitz the Fox,0.398
Five Nights at Freddy's,-0.106
Five Nights at Freddy's 2,0.196
Five Nights at Freddy's 3,-0.19
Five Nights at Freddy's 4,0.58
Five Nights at Freddy's: Sister Location,0.398
Flag N Frag,-0.963
Flame Over,-0.038
Flamebreak,0.8
Flashback,-0.602
Flashout 2,0.015
Flashpoint Campaigns: Red Storm,0.587
Flat Kingdom Paper's Cut Edition,0.232
Flat Path,0.609
FlatOut,0.003
FlatOut 2,0.805
FlatOut: Ultimate Carnage,0.761
Flatout 3,-0.644
Fleet Command,0.206
Fleet Defender: The F-14 Tomcat Simulation,0.35
FleetCOMM,-0.799
Fleeting Ages,-0.376
Flem,0.604
Flesh Eaters,-0.415
Flight Control HD,0.085
Flight Unlimited Las Vegas,-0.391
Flight of the Icarus,-0.606
Flight of the Paladin,-0.42
Flip,0.999
Flix The Flea,-0.998
Floating Point,0.742
Flockers,-0.2
Floors of Discomfort,-0.426
Flora's Fruit Farm,0.002
Florensia,0.39
Flotilla,0.587
Flower Shop: Summer In Fairbrook,0.198
Flower Shop: Winter In Fairbrook,-0.595
Flowers -Le volume sur printemps-,0.785
Flute Master,0.965
Fly O'Clock,0.577
Fly in the House,-0.784
"Fly, Glowfly!",0.292
Flyhunter Origins,-0.225
Flying Baron 1916,-1.0
Flywrench,0.427
Foosball - Street Edition,-0.983
FootLOL: Epic Soccer League,0.362
FootRock,0.408
Football Club Simulator - FCS #21,-0.601
Football Manager 2016,-0.129
Football Manager Touch 2016,0.652
Football Mogul 15,0.005
Football Mogul 2014,0.195
For The Glory,0.051
Foreign Legion: Buckets of Blood,-0.604
Foreign Legion: Multi Massacre,-0.597
Foresight,0.244
Forestry 2017 - The Simulation,0.199
Forge Quest,0.612
Forget Me Not: My Organic Garden,0.159
Forgotten Myths CCG,-0.007
Forgotten Tales: Day of the Dead,0.767
"Forgotten, Not Lost - A Kinetic Novel",0.576
Fork Parker's Holiday Profit Hike,-0.575
Formula Truck 2013,-0.175
Fort Defense,-0.753
Fort Meow,0.594
Fortified,0.346
Fortify,0.016
Fortix,0.033
Fortix 2,0.596
FortressCraft Evolved,0.391
Fortune Summoners: Secret of the Elemental Stone,0.018
Fossil Echo,0.591
Foul Play,0.204
Four Realms,-0.998
Fowl Space,-0.59
Fractal: Make Blooms Not War,0.552
Fractasia VR,-0.946
Fracture the Flag,-0.004
Fractured Soul,0.4
Fragments of Him,0.396
Fran Bow,0.556
Franchise Hockey Manager 3,-0.003
Frankenstein: Master of Death,-0.249
Fray,-0.804
Frayed Knights: The Skull of S'makh-Daon,-0.002
FreakOut: Extreme Freeride,0.274
Freaking Meatbags,-0.199
Freddi Fish 2: The Case of the Haunted Schoolhouse,0.611
Freddi Fish 3: The Case of the Stolen Conch Shell,0.517
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,0.354
Freddi Fish 5: The Case of the Creature of Coral Cove,0.572
Freddi Fish and Luther's Maze Madness,0.204
Freddi Fish and Luther's Water Worries,-0.19
Freddi Fish and the Case of the Missing Kelp Seeds,0.399
Frederic: Evil Strikes Back,0.193
