app_name,avg_sentiment
Dangerous,-0.266
Dangerous Golf,-0.498
Dangerous High School Girls in Trouble!,0.098
Dangerous Relationship,-0.117
Dangerous Waters,0.084
Danmaku Unlimited 2,0.997
Dark Ages,0.008
Dark Arcana: The Carnival,0.301
Dark Days,-0.932
Dark Echo,0.569
Dark Eden,-0.429
Dark Fall 1: The Journal,0.159
Dark Fall 2: Lights Out,0.062
Dark Fall: Lost Souls,-0.221
Dark Fear,0.571
Dark Heritage: Guardians of Hope,-0.608
Dark Lore Mysteries: The Hunt For Truth,-0.472
Dark Matter,-0.386
Dark Messiah of Might & Magic Single Player,0.616
Dark Parables: Curse of Briar Rose Collector's Edition,0.309
Dark Parables: Rise of the Snow Queen Collector's Edition,1.0
Dark Parables: The Exiled Prince Collector's Edition,-0.813
Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,0.771
Dark Parables: The Red Riding Hood Sisters Collector's Edition,0.998
Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,-0.838
Dark Quest,-0.229
Dark Raid,-0.709
Dark Scavenger,0.55
Dark Sector,-0.124
Dark Shadows - Army of Evil,-0.782
Dark Train,0.894
Dark Void,-0.481
Dark Void Zero,-0.24
Dark Years,-0.376
DarkEnd,-0.138
DarkMaus,0.44
DarkStar One,0.242
Darkest Dungeon®,0.069
Darklands,0.422
Darkness Assault,-0.612
Darkness Within 2: The Dark Lineage Director's Cut Edition,-0.061
Darkness Within: In Pursuit of Loath Nolder,0.182
Darkout,-0.183
Darksiders,0.282
Darksiders II Deathinitive Edition,0.031
Darksiders Warmastered Edition,0.334
Darkstone,0.174
Darkwind: War on Wheels,-0.062
Darwinia,0.252
DashBored,0.808
Dashing Dinos,0.334
Dashy Square,0.574
Data Hacker: Corruption,-0.612
Data Hacker: Initiation,0.0
Data Hacker: Reboot,-0.173
Data Jammers: FastForward,-0.048
Date Warp,0.445
Datswer,-0.714
Daughter of Shadows: An SCP Breach Event,-0.527
David.,0.218
Dawn of Magic 2,-0.139
Dawn's Light,0.5
Day of Defeat,0.519
Day of Defeat: Source,0.235
Day of the Tentacle Remastered,0.926
Day of the Trumplings,-0.12
Daydreamer,0.556
Daylight,-0.547
Days Under Custody,-0.686
Dead Age,0.323
Dead Bits,-0.323
Dead But Alive! Southern England,-0.209
Dead Effect,-0.208
Dead Effect 2,-0.07
Dead End Road,0.222
Dead Horde,-0.577
Dead Hungry Diner,0.309
Dead In Bermuda,0.092
Dead Island Definitive Edition,-0.067
Dead Island Retro Revenge,-0.261
Dead Island Riptide Definitive Edition,-0.18
Dead Man's Draw,0.358
Dead Mountaineer's Hotel,-0.997
Dead Pixels,0.454
Dead Rising,0.326
Dead Rising 2,-0.126
Dead Rising 2: Off the Record,0.032
Dead Rising 3,-0.01
Dead Secret,0.258
Dead Space,0.343
Dead Space 2,0.482
Dead State,-0.054
Dead Synchronicity: Tomorrow Comes Today,0.036
Dead by Daylight,-0.214
Dead or Alive 5 Last Round,-0.119
Dead6hot,-0.552
DeadCore,0.587
Deadbreed®,-0.432
Deadlight,-0.098
Deadlight Director’s Cut,-0.165
Deadlings - Rotten Edition,0.096
Deadlock - Planetary Conquest,-0.471
Deadlock II - Shrine Wars,0.193
Deadly 30,-0.123
Deadly Premonition: The Director's Cut,-0.217
Deadly Sin,-0.577
Deadly Sin 2,0.566
Deadnaut,-0.236
Deadpool,0.221
Deadstone,0.414
Deadweight,0.163
Dear Esther,0.138
Dear RED - Extended,-0.535
Death Dojo,0.103
Death Goat,0.014
Death Pirate,-0.981
Death Rally,-0.058
Death Rally (Classic),0.47
Death Ray Manta,0.279
Death Skid Marks,0.406
Death Stair,0.191
Death Track: Resurrection,-0.518
Death Tractor,-0.15
Death and the Fly,-0.154
Death by Game Show,0.181
Death to Spies,-0.015
Death to Spies: Moment of Truth,0.263
DeathSpank,0.6
DeathSpank: Thongs Of Virtue,0.362
Deathless: The City's Thirst,0.191
Deathmatch Classic,0.117
Deathsmiles,0.586
Deathstate,0.437
Deathtrap,0.331
Deathtrap Dungeon,-0.009
Decay - The Mare,0.061
Decisive Campaigns: Barbarossa,0.817
Decisive Campaigns: Case Blue,0.431
Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,0.69
Deep Below,-0.504
Deep Black : Reloaded,-0.795
Deep Eclipse,-0.373
Deep Space Dash,-0.617
Deep Under the Sky,-0.024
Deer Hunt Legends,-0.668
Deer Man,0.082
Default Dan,0.072
Defend Felinearth,-0.226
Defend The Highlands,0.506
Defend Your Crypt,0.125
Defend Your Life,0.188
Defender's Quest: Valley of the Forgotten,0.854
Defenders of Ardania,-0.781
Defenders of Time,-0.004
Defenders of the Last Colony,0.246
Defense Grid: The Awakening,0.766
Defense Of Greece TD,-0.339
Defense Technica,-0.575
Defense Zone,0.212
Defense Zone 2,0.381
Defense of Egypt: Cleopatra Mission,0.331
Defragmented,0.275
Defunct,0.403
Defy Gravity,0.266
Deity Quest,-0.026
Deja Vu II: MacVenture Series,-0.185
Deja Vu: MacVenture Series,0.063
Delicious - Emily's New Beginning,0.995
Delicious! Pretty Girls Mahjong Solitaire,0.152
Deliverance,-0.377
Delta Force,0.337
Delta Force 2,0.664
Delta Force: Black Hawk Down,0.587
Delta Force: Black Hawk Down - Team Sabre,0.304
Delta Force: Land Warrior,0.176
Delta Force: Task Force Dagger,0.1
Delta Force: Xtreme,-0.073
Delta Force: Xtreme 2,-0.446
Delve Deeper,-0.172
Demented Pixie,1.0
Dementium II HD,-0.456
Demetrios - The BIG Cynical Adventure,0.401
Demigod,0.017
Democracy 2,-0.174
Democracy 3,-0.063
Democracy 3 Africa,-0.178
Demolish & Build 2017,0.081
Demolition Company Gold,0.1
Demolition Master 3D,-0.601
"Demolition, Inc.",0.145
Demon Hearts,0.77
Demon Hunter: Chronicles from Beyond,-0.314
Demon Truck,0.509
Demon's Crystals,-0.193
Demonicon,-0.256
Demonlisher,-0.429
Demons with Shotguns,0.641
Deponia,0.336
Deponia Doomsday,0.199
Deponia: The Complete Journey,0.117
Depression Quest,-0.121
Depth,0.334
Depth Hunter 2: Deep Dive,-0.052
Depths of Fear :: Knossos,-0.116
Depths of Peril,0.192
Deranged Rabbits,0.418
Derelict,-0.589
Derrick the Deathfin,0.014
Descent: Freespace - The Great War,0.384
Descent: Road to Legend,0.733
Desert Ashes,-0.245
Desert Gunner,-0.374
Desert Law,-0.649
Desert Thunder,-0.468
Deserter Simulator,-0.151
Desktop Dungeons,0.447
Despair,-0.693
Desperados - Wanted Dead or Alive,0.102
Desperados 2: Cooper’s Revenge,-0.648
Destination Sol,-0.126
Destiny Warriors,-0.498
Destiny of Ancient Kingdoms™,-0.117
"Destiny's Princess: A War Story, A Love Story",0.152
Destructamundo,0.333
Detective Case and Clown Bot in: Murder in the Hotel Lisbon,0.199
Detective Grimoire,0.455
Detective Hank and the Golden Sneeze,0.999
Detective Hayseed - Hollywood,0.999
Detective Hunt - Crownston City PD,0.396
Deus Ex: Game of the Year Edition,0.424
Deus Ex: Human Revolution - Director's Cut,0.56
Deus Ex: Invisible War,-0.506
Deus Ex: Mankind Divided™,-0.084
Deus Ex: The Fall,-0.63
Dev Guy,0.217
Devil Daggers,0.269
Devil May Cry 3: Special Edition,-0.359
Devil May Cry 4,0.48
Devil May Cry 4 Special Edition,0.344
Devil's Bluff,-0.026
Devil's Dare,-0.059
Devilian,-0.174
Devilry,-0.105
Devils & Demons,-0.504
Devoured Time,-1.0
Devouring Stars,0.151
Dex,0.205
DiRT Rally,0.385
DiRT Showdown,0.253
Diabolical,0.207
Diadra Empty,-0.188
Diamond Dan,0.375
Diamond Deeps,0.33
Diamond Joyce and the Secrets of Crystal Cave,0.554
Diaper Dash,0.06
Diaries of a Spaceport Janitor,0.163
Dicetiny,-0.56
Diehard Dungeon,0.24
Dig 4 Destruction,0.471
DiggerOnline,-0.736
Digimon Masters Online,-0.206
Diib's Dilemma,0.138
Dimensity,-0.8
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",0.195
Diner Dash: Hometown Hero,-0.379
Diner Mania,0.11
DinerTown Detective Agency,-0.499
DinerTown Tycoon,0.014
Dinner Date,-0.184
Dino D-Day,0.097
Dino Eggs: Rebirth,0.172
Dino Run DX,0.693
Dinocide,0.018
Dinosaur Hunt,-0.146
Diorama Battle of NINJA,-0.969
Diorama No.1 - Blocked In,0.555
Diorama No.3 : The Marchland,0.585
Direct Hit: Missile War,-0.535
Directionless,0.043
Dirty Bomb,-0.032
DiscStorm,0.634
Disciples II: Gallean's Return,0.223
Disciples II: Rise of the Elves,0.109
Disciples III: Reincarnation,-0.216
Disciples III: Renaissance,-0.349
Disciples III: Resurrection,-0.344
Disciples Sacred Lands Gold,0.312
Discouraged Workers,-0.52
Discouraged Workers TEEN,0.001
Discovering Colors - Animals,-0.123
Discovery! A Seek & Find Adventure,-0.622
Discovr™ Egypt: King Tut's Tomb,-0.479
Disgaea PC,0.25
Disgraced,0.128
Dishonored,0.508
Dishonored 2,0.098
Disillusions Manga Horror,-0.262
Disney Epic Mickey 2,-0.361
Disney Fairies: Tinker Bell's Adventure,-0.255
Disney Mickey's Typing Adventure,-0.336
Disney Movies VR,-0.407
Disney Pirates of the Caribbean: At Worlds End,-0.198
Disney Planes,0.196
Disney Princess :  My Fairytale Adventure,0.084
Disney Tangled,-0.36
Disney Universe,0.223
Disney's Princess Enchanted Journey,0.5
Disney's Treasure Planet: Battle of Procyon,0.649
Disney-Pixar Brave,0.499
Disorder,0.247
Dispersio,0.334
DisplayFusion,0.756
Disposable Heroes,0.26
Distant Star: Revenant Fleet,-0.161
Distant Worlds: Universe,0.258
Disturbed,0.498
Dive to the Titanic,-0.69
Divekick,0.406
Divine Divinity,0.623
Divine Slice of Life,-0.303
Divinity II: Developer's Cut,0.34
Divinity: Dragon Commander,0.08
Divinity: Original Sin (Classic),0.505
Divinity: Original Sin Enhanced Edition,0.41
DmC Devil May Cry,0.617
Do Not Fall,-0.314
DoDonPachi Resurrection,0.477
Doc Clock: The Toasted Sandwich of Time,-0.377
Doctor Watson - The Riddle of the Catacombs,-0.747
Dodge,-0.259
Dog Sled Saga,0.671
DogFighter,-0.084
Dogs of War Online - Beta,-0.179
Dokuro,-0.07
Dolphin Defense,0.02
Domestic Dog,0.084
Dominions 3,0.391
Dominions 4,0.503
Dominique Pamplemousse,0.085
Domino Sky,0.715
Don Bradman Cricket 14,0.664
Don'Yoku,0.049
"Don't Die Dateless, Dummy!",-0.214
Don't Disturb,-0.012
Don't Let Go!,-0.183
Don't Starve,0.472
Don't Starve Together,0.511
Don't open the doors!,0.531
Doodle God,-0.116
Doodle God: 8-bit Mania,-0.334
Doom & Destiny,0.817
Doom & Destiny Advanced,0.484
Doom Rails,-0.262
Doomed'n Damned,-0.003
Door Kickers,0.766
Door To Door,1.0
Doors,-0.308
Doorways: Holy Mountains of Flesh,-0.036
Doorways: Old Prototype,0.479
Doorways: Prelude,-0.231
Doorways: The Underworld,0.03
Dorke and Ymp,-0.999
Dota 2,0.291
Dots eXtreme,0.99
Double Action: Boogaloo,0.242
Double Dragon Neon,0.106
Double Dragon Trilogy,0.028
Dovetail Games Flight School,-0.152
Down To One,-0.533
Downfall,0.395
Downpour ,0.049
Downwell,0.467
Dr. Bulbaceous,-0.333
Dr. Daisy: Pet Vet,-0.0
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0.358
Dr.Green,0.393
Draconian Wars,-0.208
Dracula 2: The Last Sanctuary,-0.683
Dracula 3: The Path of the Dragon,-0.645
Dracula 4 and  5 - Special Steam Edition,-0.166
Dracula's Legacy,-0.049
Dracula: Love Kills,0.372
Dracula: Origin,-0.201
Dracula: The Resurrection,-0.53
Dragon Age: Origins,0.657
Dragon Age: Origins - Awakening,0.363
Dragon Age: Origins - Ultimate Edition,0.474
Dragon Fantasy: The Volumes of Westeria,0.715
Dragon Fin Soup,-0.036
Dragon Nest Europe,0.011
Dragon Rage,0.017
Dragon Saga,-0.111
Dragon's Dogma: Dark Arisen,0.439
Dragon's Lair,0.357
Dragon's Lair 2: Time Warp,0.33
Dragon's Wake,0.473
DragonSphere,-0.072
Dragonpath,0.484
Dragons and Titans,0.169
Drakensang,0.194
Drakensang The River of Time,0.408
Draw Rider,-0.097
Draw a Stickman: EPIC,0.076
Draw a Stickman: EPIC 2,0.299
Drawful 2,0.516
Drawn: Dark Flight,0.45
Drawn: The Painted Tower,0.429
Drayt Empire,0.062
DreadOut,-0.085
DreadOut: Keepers of The Dark,0.177
Dream,-0.374
Dream Catcher Chronicles: Manitou,-0.341
Dream Chamber,-0.168
Dream Dealer,-0.373
Dream Of Mirror Online,-0.226
Dream Tale,0.182
DreamBreak,-0.282
DreamDesk VR,0.092
DreamLand,-0.259
Dreamfall Chapters,0.286
Dreamfall: The Longest Journey,0.306
Dreaming,-0.112
Dreaming Sarah,0.489
Dreamscape,0.493
Dreamscapes: Nightmare's Heir - Premium Edition,-0.349
Dreamscapes: The Sandman - Premium Edition,0.042
Dreii,0.195
Drew and the Floating Labyrinth,-0.392
Drift GEAR Racing Free,-0.666
Drift Streets Japan,-0.044
Driftmoon,0.6
Driftwood The Visual Novel,-0.42
Drive Megapolis,-0.113
Drive to Hell,0.534
Driveby Gangster,-0.599
Driver Booster 3 for STEAM,0.187
Driver Booster 4 for Steam ,-0.097
Driver Fusion,0.041
Driver: Parallel Lines,0.44
Driving School Simulator,-0.579
Drizzlepath: Genie,-0.278
Drone Zero Gravity,-0.334
"Drones, The Human Condition",0.514
Drop Alive,0.435
Drop Out 0,0.277
Dropsy,0.62
Drox Operative,0.421
DrumKit VR - Play drum kit in the world of VR,0.5
Drunk Wizards,-0.908
Drunken Robot Pornography,0.103
Drusilla Dreams,-0.288
Dual Core,0.609
Dub Dash,0.154
DubWars,0.279
Ducati World Championship,-0.285
Duck Dynasty,-0.011
Duck Force,-1.0
Duck Game,0.36
DuckTales Remastered,0.589
Duckpocalypse,0.817
Duet,0.625
Duke Nukem 3D: 20th Anniversary World Tour,0.031
Duke Nukem Forever,-0.071
Dungeon Crawlers HD,-0.025
Dungeon Defenders,0.619
Dungeon Defenders Eternity,-0.126
Dungeon Escape,-0.047
Dungeon Fighter Online,0.159
Dungeon Hearts,-0.162
Dungeon Hero,-0.222
Dungeon Highway,0.201
Dungeon Journey,0.348
Dungeon Kingdom: Sign of the Moon,0.998
Dungeon Lords Steam Edition,0.042
Dungeon Lurk II - Leona,-0.803
Dungeon Manager ZV,-0.176
Dungeon Nightmares II : The Memory,0.152
Dungeon Party,-0.567
Dungeon Rats,0.329
Dungeon Rushers,0.122
Dungeon Shooter 2,-0.001
Dungeon Siege,0.009
Dungeon Siege III,-0.303
Dungeon Souls,0.03
Dungeon Warfare,0.813
Dungeon of Gain,-0.98
Dungeon of Zolthan,0.211
Dungeon of the ENDLESS™,0.501
DungeonUp,0.34
Dungeonbowl Knockout Edition,-0.866
Dungeonland,-0.123
Dungeonmans,0.444
Dungeons,-0.368
Dungeons & Darkness,0.127
Dungeons & Dragons Online®,0.192
Dungeons & Dragons: Chronicles of Mystara,0.499
Dungeons & Dragons: Daggerdale,-0.618
Dungeons - The Dark Lord,-0.49
Dungeons 2,0.252
Dungeons Are Random,-0.367
Dungeons: The Eye of Draconus,-0.278
Dusk 12,-0.358
Duskers,0.183
Dust: An Elysian Tail,0.731
Dustbowl,0.184
Dustforce,0.469
Dustoff Heli Rescue,0.242
Dusty Revenge,-0.433
Dwarf Tower,0.135
Dwarfs F2P,0.354
Dwarfs!?,0.062
Dwarven Brawl Bros,0.32
Dyad,0.123
Dyadic,0.714
Dying Light,0.327
Dynamic,-0.15
Dynamite Alex,-0.334
Dynamite Jack,0.46
Dynasty Warriors 8 Empires,-0.124
Dynetzzle Extended,0.722
Dyno Adventure,-1.0
Dynomite! Deluxe,0.277
Dyscourse,0.201
Dysfunctional Systems: Learning to Manage Chaos,0.338
Dystopia,0.395
E.T. Armies,-0.412
E.Y.E: Divine Cybermancy,0.051
EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,0.415
EDGE,0.436
EDMtv VR,-0.339
ENDLESS™ Legend,0.469
ENDLESS™ Space - Definitive Edition,0.449
ENIGMA:,0.78
ENSLAVED™: Odyssey to the West™ Premium Edition,0.368
EPOCH,0.246
EPΘCH,0.396
ESCHATOS,0.81
ESEA,-0.387
EVE Online,0.266
EVE: Valkyrie,-0.201
EVGA Precision X1,-0.064
EXZEAL,0.332
Eador. Genesis,-0.194
Eador. Masters of the Broken World,-0.217
Eagle Flight,0.205
Earn to Die 2,0.525
Earth 2140 HD,-0.478
Earth 2150 Trilogy,-0.024
Earth 2160,-0.071
Earth Defense Force: Insect Armageddon,0.278
Earth Overclocked,0.035
Earth Space Colonies,-0.389
Earthtongue,0.593
Earthworm Jim 2,0.076
Earthworm Jim 3D,-0.582
East India Company,0.071
East Tower - Akio (ET Series Vol. 1),0.143
East Tower - Kuon (ET Series Vol. 3),0.003
East Tower - Kurenai (ET Series Vol. 4),0.155
East Tower - Takashi (ET Series Vol. 2),0.167
Eastside Hockey Manager,0.259
Easy eSports,-0.095
Eaten Alive,-0.739
Echelon,-0.61
Echelon: Wind Warriors,0.129
Echo Tokyo: An Intro,-0.072
Echo of Soul,-0.145
Echo of the Wilds,0.304
Echoes of Aetheria,0.626
Echoes+,0.337
Eclipse --- Defending the motherland,-0.503
Eclipse: New Dawn for the Galaxy,0.095
Edge of Space,-0.382
Edge of Twilight – Return To Glory,-0.289
Edmersiv,-0.077
Edna & Harvey: Harvey's New Eyes,0.407
Edna & Harvey: The Breakout,-0.036
Edolie,0.643
Eets Munchies,0.121
Egg Time,0.992
EggK47,-1.0
Egyptian Senet,0.353
Egyptian Settlement Gold,-1.0
Eidolon,0.172
Eight Mini Racers,0.074
Eisenbahn X,-1.0
Eisenhorn: XENOS,-0.318
Eisenwald: Blood of November,0.151
El Matador,-0.26
El Ninja (Beta),0.372
Elansar,-0.744
Elastrix,0.497
Elder Sign: Omens,0.209
Eldevin,0.238
Eldritch,0.227
Electronic Super Joy,0.449
Electronic Super Joy: Groove City,0.243
Elegy For A Dead World,-0.005
Element4l,0.439
Elemental Heroes,-0.311
Elementary My Dear Majesty!,0.138
Elements: Epic Heroes,-0.406
Elements: Soul of Fire,-0.038
Elems,0.559
Eleusis,-0.384
Eleven Table Tennis,0.715
Elisa: The Innkeeper - Prequel,0.038
Elite Dangerous,-0.082
Elite Dangerous: Arena,-0.276
Elite vs. Freedom,-0.998
Elizabeth Find M.D. - Diagnosis Mystery - Season 2,-0.339
Elliot Quest,0.278
Elminage Gothic,-0.126
Else Heart.Break(),-0.012
Elsword,0.202
Elven Legacy: Magic,-0.989
Elven Legacy: Ranger,0.143
Elven Legacy: Siege,-0.325
Elves Adventure,-0.488
Elysium: Blood Games,0.282
Ember,0.333
Ember Kaboom,0.379
Emerald City Confidential,0.384
Emerge: Cities of the Apocalypse,0.22
Emerland Solitaire: Endless Journey,-0.151
Emily Wants To Play,-0.157
Emily is Away,-0.127
Emily: Displaced,0.964
Empire of the Gods,0.184
Empires,0.206
Emporea,-0.309
Empress Of The Deep,-0.216
Empress Of The Deep 2: Song Of The Blue Whale,0.14
Empty Horizons,0.459
Empyrean,0.197
Enclave,-0.062
Endless Burst,-1.0
Endless Sky,0.194
Endorlight,-0.381
Enemy,0.37
Enemy Front,-0.188
Enemy Mind,0.468
Energy Balance,-0.128
Energy Cycle,0.15
Energy Hook,-0.578
Enforcer: Police Crime Action,-0.253
English Country Tune,0.297
Enigmatis 2: The Mists of Ravenwood,0.732
Enigmatis 3: The Shadow of Karkhala,0.669
Enigmatis: The Ghosts of Maple Creek,0.078
Enola,0.135
Enter the Gungeon,0.13
Entropy Rising,0.405
Envelop for Windows,-0.125
Environmental Station Alpha,0.541
Envy the Dead,-0.178
Eon Altar,0.531
Epanalepsis,-0.122
Ephemerid: A Musical Adventure,0.574
Epic Arena,0.136
Epic Battle Fantasy 3,0.635
Epic Battle Fantasy 4,0.633
Epic Cards Battle(TCG),-0.176
Epic Clicker Journey,-0.214
Epic Manager,-0.092
Epic Quest of the 4 Crystals,0.527
Epic Showdown,-0.575
Epigenesis,0.192
Epistory - Typing Chronicles,0.692
Equin: The Lantern,0.773
Eradicator,0.341
Eron,-0.284
Erusal,-0.299
Eryi's Action,-0.159
Escape,-0.461
Escape Bloody Mary,0.438
Escape Dead Island,-0.477
Escape Goat,0.774
Escape Goat 2,0.646
Escape Rosecliff Island,-0.054
Escape The Lost Kingdom: The Forgotten Pharaoh,-0.467
Escape The Museum,-0.564
Escape This,-0.11
Escape from Paradise,-0.188
Escape from Paradise 2,-0.001
Escape the Game,0.378
EscapeVR: The Basement,0.696
Eschalon: Book 1,0.313
Eschalon: Book 2,0.259
Eschalon: Book 3,-0.131
Esenthel Engine,-0.53
Eterium,0.247
Eternal Destiny,0.306
Eternal Senia,0.581
Eternal Step,0.031
Eternity's Child,-0.852
Ethan: Meteor Hunter,-0.086
Ether One,0.183
Ether Vapor Remaster,0.34
Etherium,-0.416
Etherlords,-0.676
Etherlords II,0.204
Euclidean,-0.074
Eufloria HD,0.638
Euro Fishing,-0.027
Euro Truck Simulator,0.091
Euro Truck Simulator 2,0.739
Eurofighter Typhoon,-0.616
Europa Universalis: Rome - Gold Edition,-0.142
European Fishing,-0.695
Event[0],0.346
Eventide 2: The Sorcerers Mirror,-0.029
Eventide: Slavic Fable,0.703
EverQuest Free-to-Play,0.094
EverQuest II,0.109
Everest VR,-0.422
Everlasting Summer,0.424
Eversion ,0.239
Everybody's Gone to the Rapture,0.021
Everyday Genius: SquareLogic,0.587
Everyday Shooter,0.782
Everything is Peachy,0.231
Evil Genius,0.592
Evil Pumpkin: The Lost Halloween,-0.172
EvilMaze,-0.223
EvilQuest,0.439
Evo Explores,0.591
Evochron Legacy SE,0.339
Evochron Mercenary,0.219
Evoland,0.161
Evoland 2,0.482
Evolution,-0.549
Evolution II: Fighting for Survival,-0.836
Evolution Planet: Gold Edition,0.591
Evolve Stage 2,-0.15
Evopollution,-0.721
Excubitor,-0.093
Executive Assault,0.33
Exile's End,0.041
Exodus,-0.719
Exodus Wars: Fractured Empire,-0.396
Exostorm,-0.267
Expand,0.589
Expander,0.347
Expeditions: Conquistador,0.325
Experience 112,-0.347
Expert Rifleman - Reloaded,-0.357
Explodemon,0.092
Explosionade,0.481
Exteria,0.208
Extravaganza Rising,0.088
Extreme Exorcism,0.454
Extreme Forklifting 2,0.304
Extreme Roads USA,-0.772
Extreme Skiing VR,-0.995
F-117A Nighthawk Stealth Fighter 2.0,0.376
F-16 Multirole Fighter,0.092
F-19 Stealth Fighter,0.556
F-22 Lightning 3,-0.304
F.E.A.R.,0.485
F.E.A.R. 2: Project Origin,-0.015
F.E.A.R. 3,-0.086
F1 2012,0.783
F1 2014,-0.01
F1 2015,-0.494
F1 2016,0.493
F1 Race Stars,0.008
FALL,-0.355
FARIA: Ghosts of the Stream,0.416
FATALE,-0.418
FATE,0.659
FATE: The Cursed King,0.297
FATE: The Traitor Soul,0.539
FATE: Undiscovered Realms,0.243
FATED: The Silent Oath,-0.059
FEZ,0.57
FINAL FANTASY IV: THE AFTER YEARS,0.004
FINAL FANTASY IX,0.653
FINAL FANTASY TYPE-0 HD,-0.044
FINAL FANTASY VII,0.635
FINAL FANTASY VIII,0.459
FINAL FANTASY X/X-2 HD Remaster,0.554
FINAL FANTASY XIII,-0.024
FINAL FANTASY XIII-2,-0.166
FINAL FANTASY XIV Online,0.297
FINAL FANTASY® XI: Ultimate Collection Seekers Edition NA,0.278
FINAL FANTASY® XI: Ultimate Collection Seekers Edition ROW,-0.065
FINAL TAKE,-0.193
FIST OF AWESOME,-0.186
FIVE: Champions of Canaan,0.64
FIVE: Guardians of David,0.339
FL337,1.0
FLOCK!,0.251
FLY'N,0.414
FORCED,0.201
FORCED SHOWDOWN,0.602
FORGOTTEN BALL,0.333
FOTONICA,0.354
FPV Air Tracks,-0.622
FRACT OSC,0.507
FTL: Faster Than Light,0.596
Fable - The Lost Chapters,0.494
Fable Anniversary,-0.119
Fables from the Den,0.999
Fabric,0.819
Fabula Mortis,-0.492
Fabulous Food Truck,-0.061
Face Noir,0.031
FaceRig,0.21
Faces of War,0.287
Fading Hearts,0.16
Faerie Solitaire,0.425
Faery - Legends of Avalon,-0.273
Fahrenheit: Indigo Prophecy Remastered,-0.06
Fair Strike,-0.317
Fairies vs. Darklings: Arcane Edition,0.476
Fairspace,-0.188
Fairy Bloom Freesia,0.263
Fairy Fencer F,0.394
Fairy Tale Mysteries 2: The Beanstalk,0.055
Fairy Tale Mysteries: The Puppet Thief,-0.056
Fake Colours,0.213
Falcon,-0.863
Falcon 4.0,-0.176
Falcon A.T.,-0.986
Falcon Gold,-0.999
Fall of the New Age Premium Edition,-0.546
Fall of the Titanic,-0.269
Fallen Earth,-0.24
Fallen Enchantress,-0.019
Fallen Enchantress: Legendary Heroes,0.309
Fallen Temple,0.951
Fallen: A2P Protocol,-0.763
Falling Stars: War of Empires,0.192
Fallout,0.414
Fallout 2,0.484
Fallout 3,0.0
Fallout 3 - Game of the Year Edition,0.418
Fallout 4,-0.557
Fallout Tactics,0.146
Fallout: New Vegas,0.532
Famaze,0.183
Fancy Skiing VR,0.269
Fancy Slingshot VR,-0.13
Fantastic 4 In A Row 2,-0.274
Fantastic Checkers 2,-0.546
Fantastic Contraption,0.348
Fantastic Pinball Thrills,-0.463
Fantasy Grounds Classic,0.229
Fantasy Kingdom Simulator,-0.355
Fantasy Wars,0.032
Far Cry,0.145
Far Cry 2,-0.057
Far Cry 4,-0.167
Far Cry Primal,0.354
Far Cry® 3,0.217
Far Cry® 3 Blood Dragon,0.426
FarSky,-0.192
Farm Expert 2017,-0.181
Farm Frenzy,0.488
Farm Frenzy 2,0.143
Farm Frenzy 3,0.553
Farm Frenzy 3 American Pie,0.914
Farm Frenzy 4,0.169
Farm Frenzy Collection,0.6
Farm Frenzy Pizza Party,0.309
Farm Frenzy: Hurricane Season,0.565
Farm Life: Natures Adventure,-0.421
Farm Machines Championships 2014,-0.497
Farm Mania: Hot Vacation,0.994
Farm for your Life,0.257
Farming 6-in-1 bundle,-0.265
Farming Simulator 15,0.511
Farming Simulator 17,0.583
Farming Simulator 2011,0.232
Farming Simulator 2013,0.373
Farming World,-0.69
Farnham Fables,-0.117
Faron's Fate,0.094
Fasaria World Online,-0.488
Fast & Furious: Showdown,-0.516
Fat Chicken,0.011
Fatal Fight,0.097
Fatal Theory,0.05
Fate Tectonics,0.596
Fate of the World,0.039
Fated Souls,-0.163
Fatehaven,0.382
Father´s Island,0.262
Fatty Bear's Birthday Surprise,0.485
Fatty Maze's Adventures,-0.483
Fear Equation,0.153
Fearless Fantasy,0.28
Feed and Grow: Fish,-0.152
Feeding Frenzy 2: Shipwreck Showdown Deluxe,0.556
Feel-A-Maze,0.059
Feelings Adrift,-0.444
Feesh,0.127
Felt Tip Circus,0.485
Fenix Rage,0.26
Fermi's Path,0.261
Fernbus Simulator,-0.338
Ferrum's Secrets: where is grandpa?,-0.797
Feudalism,-0.221
Fibbage XL,0.708
Fiber Twig: Midnight Puzzle,0.29
Fieldrunners,-0.023
Fieldrunners 2,0.422
Fiesta Online,-0.277
Fiesta Online NA,-0.23
Fight The Dragon,0.249
Fighties,0.275
Fill Up!,-0.764
Final Approach,0.792
Final Approach: Pilot Edition,0.063
Final DOOM,0.048
Final Dusk,-0.145
Final Exam,0.313
Final Fantasy III (3D Remake),0.112
Final Fantasy IV (3D Remake),0.125
Final Hours of Titanfall,-0.17
Final Hours of Tomb Raider,0.667
Final Quest,-0.127
Final Quest II,-0.403
Final Rush,-0.68
Final Slam 2,-0.567
Final Soccer VR,0.767
