app_name,avg_sentiment
Magical Brickout,-0.008
Magical Diary: Horse Hall,0.314
Magical Eyes - Red is for Anguish,0.802
Magical Otoge Ciel,0.615
Magicians & Looters,0.536
Magicite,0.1
Magicka,0.637
Magicka 2,-0.051
Magicka: Wizards of the Square Tablet,0.284
Magicmaker,0.486
Magma Tsunami,0.038
Magnetic By Nature,0.188
Magnetic: Cage Closed,0.039
Magnetis,0.031
Magnifico,-0.378
Magrunner: Dark Pulse,0.137
Mahjong Deluxe 2: Astral Planes,-0.078
Mahjong Deluxe 3,0.27
Mahjong Destiny,-0.417
Mahjong Pretty Girls Battle,-0.381
Mahjong Pretty Girls Battle : School Girls Edition,-0.474
Mahjong Quest,0.501
Mahjong Roadshow,-0.202
Mahjong World Contest,-0.333
Mahluk:Dark demon,0.13
Mahsung Deluxe,-0.996
Mainland,0.194
Majesty 2,0.19
Majesty 2 Collection,0.138
Majesty: Gold Edition,0.516
Major Mayhem,0.398
Major Stryker,0.427
Major\Minor,0.203
Make America Great Again,-0.228
Make America Great Again: The Trump Presidency,0.043
Make it indie!,-0.57
Making History II: The War of the World,0.126
Making History: The Calm & The Storm,0.267
Making History: The Calm and the Storm Gold Edition,0.171
Making History: The Great War,0.046
Malavision: The Origin,-0.003
Malazard: The Master of Magic,1.0
Malebolgia,-0.054
Malus Code,-0.073
Man in a Maze: Deathmatch,-0.007
ManaCollect,0.198
Mandagon,0.697
Maneki's Curse,-0.012
Manga maker ComiPo!,-0.074
Manhole,-0.183
Manhunt,0.069
Mansions of Madness,0.407
Mantis Burn Racing,0.017
Manual Samuel - Anniversary Edition,0.127
Manyland,0.321
MapleStory,-0.182
Marauder,-0.264
Marble Age,0.265
Marble Duel,-0.086
Marble Mayhem: Fragile Ball,-0.262
Marble Mountain,0.247
Marble Muse,0.332
Marble Void,0.598
Marc Eckō's Getting Up: Contents Under Pressure,0.295
March of Industry,-0.584
March of the Eagles,0.064
March of the Living,0.298
Marcus Level,-0.974
Maria the Witch,0.222
Marine Park Empire,0.791
Marine Sharpshooter II: Jungle Warfare,-0.452
Mark of the Ninja,0.907
Marlene Act 1 Betwixt,0.228
Marlow Briggs,0.422
Marmoset Hexels 3,0.915
Marooners,0.282
Mars Colony: Challenger,-0.043
Mars Colony: Frontier,-0.565
Mars Odyssey,0.648
Mars: War Logs,-0.046
Martial Arts: Capoeira,-0.756
Marvel Heroes Omega,0.32
Marvel Puzzle Quest,-0.043
Marvel: Ultimate Alliance,-0.327
Marvel: Ultimate Alliance 2,-0.393
Marvin's Mittens,0.867
Marwin and The Evolution Stone,0.09
Mashed,0.257
Masked Forces,0.04
Masked Shooters 2,-0.019
Masochisia,0.136
Masquerada: Songs and Shadows,0.441
Mass Destruction,-0.5
Mass Effect (2007),0.58
Mass Effect 2 (2010),0.63
Massive,0.597
Massive Assault,0.005
Massive Assault Network 2,1.0
Massive Assault: Phantom Renaissance,0.499
Massive Cleavage vs Zombies: Awesome Edition,-0.499
Master Levels for DOOM II,0.203
Master Reboot,0.168
Master Spy,0.454
Master of Orion,0.191
Master of Orion 1,0.466
Master of Orion 2,0.89
Master of Orion 3,-0.447
Masters of the World,-0.577
Masterspace,-0.76
Maszyny Rolnicze 2015,0.967
Mata Hari,-0.139
Match 3 Revolution,-0.239
Math Rescue,-0.175
Mathoria: It All Adds Up,-0.184
Matris,0.882
Maui,-0.295
Mausoleum of the Medusa: Speedrun Edition,0.172
Mavis Beacon Teaches Typing Family Edition,-0.182
Max Gentlemen,0.136
Max Payne,0.346
Max Payne 2: The Fall of Max Payne,0.422
Max Payne 3,0.177
Max Stern,0.305
Max and the Magic Marker,0.052
Max: The Curse of Brotherhood,0.691
Mayan Death Robots,0.761
Mayhem Intergalactic,-0.091
Mayhem Triple,0.733
Mayjasmine episode01 What is God? 五月茉莉,-0.142
Maze Lord,-0.115
Maze Sounds,-0.381
Maze: Subject 360 Collector's Edition,0.996
Mazement,0.689
McDROID,0.355
McPixel,0.217
Meadow,0.309
Meadowland,-0.205
MechRunner,0.998
MechWarrior Online,0.186
Mecha Ace,0.306
Mecha Ritz: Steel Rondo,0.851
MechaGore,0.178
MechaNika,0.303
Mechanic Escape,0.378
Mechs & Mercs: Black Talons,-0.279
Medal of Honor(TM) Single Player,-0.049
Medal of Honor: Airborne,0.099
Medieval Battlefields Black Edition,0.447
Medusa's Labyrinth,-0.017
Mega Coin Squad,0.349
Mega Man Legacy Collection,0.191
MegaTagmension Blanc + Neptune VS Zombies,0.176
Megabyte Punch,0.703
Megadimension Neptunia VII,0.377
Megalo Polis,-1.0
Megamagic: Wizards of the Neon Age,0.47
Megapolis,-0.325
Mekazoo,0.721
Melissa K. and the Heart of Gold Collector's Edition,0.069
Melody's Escape,0.653
Meltdown,0.441
Melter Man,0.999
Melting Hearts: Our Love Will Grow 2,-0.166
Memento Mori,-0.335
Memento Mori 2,-0.087
Memoir '44 Online,-0.057
Memoir En Code: Reissue,0.431
Memoria,0.68
Memories of a Vagabond,0.074
Memory Oblivion Box,0.793
Memory's Dogma CODE:01,0.35
Men of Valor,0.166
Men of War,0.407
Men of War: Assault Squad,0.541
Men of War: Assault Squad 2,0.17
Men of War: Condemned Heroes,-0.133
Men of War: Red Tide,0.005
Men of War: Vietnam,-0.382
Meow-Jong Solitaire,0.459
Mercenary Kings,0.054
Merchants of Kaidan,-0.157
Merger 3D,-0.374
Meridian: Age of Invention,-0.054
Meridian: Squad 22,-0.109
Merlin adventurer store,0.924
Mervils: A VR Adventure,0.555
Message Quest,0.404
MetaHuman Inc.,0.616
Metal Assault - Gigaslave - Europe,-0.188
Metal Dead,0.472
Metal Planet,-0.986
Metal Reaper Online,-0.1
MetalNoise,-1.0
Metamorphabet,0.485
Metamorphic,0.276
Metaverse Construction Kit,0.024
Metrico+,0.446
Metro 2033 Redux,0.337
Metro Warp,0.508
Metro: Last Light Redux,0.401
Metrocide,-0.358
MiDZone,0.2
MiG-29 Fulcrum,0.374
Miaou Moon,0.247
Miasmata,0.357
Mibibli's Quest,0.627
Microcosmum: survival of cells,-0.311
Micron,0.548
Microsoft Flight Simulator X: Steam Edition,0.273
Middle-earth™: Shadow of Mordor™,0.58
Midnight,0.253
Midnight Mysteries 3: Devil on the Mississippi,0.407
Midnight Mysteries 4: Haunted Houdini,0.484
Midnight Mysteries: Salem Witch Trials,-0.223
Midnight Mysteries: The Edgar Allan Poe Conspiracy,0.067
Midnight Mysteries: Witches of Abraham - Collector's Edition,-0.202
Midnight's Blessing,-0.404
Midvinter,0.491
Might & Magic Heroes VII ,-0.52
Might & Magic Heroes VII – Trial by Fire,-0.393
Might & Magic X - Legacy ,-0.118
Might & Magic: Clash of Heroes,0.612
Might & Magic: Heroes VI,-0.403
Mighty Dungeons,0.085
Mighty Gunvolt,0.012
Mighty Switch Force! Academy,0.375
Mighty Switch Force! Hose It Down!,0.053
Mighty Switch Force! Hyper Drive Edition,0.547
Miko Gakkou: Second Year,0.111
Milford Heaven - Luken's Chronicles,-0.667
MilitAnt,0.712
Military Life: Tank Simulator,-0.999
Militia,0.753
Millennium - A New Hope,0.326
Millennium 2 - Take Me Higher,0.301
Millennium 3 - Cry Wolf,0.829
Millennium 4 - Beyond Sunset,0.397
Millennium 5 - The Battle of the Millennium,0.161
Millie,0.13
Millionaire Manor,-0.304
Mimic Arena,1.0
Mimpi,0.402
Mimpi Dreams,0.495
Mind Dead,-0.432
Mind Games,-0.526
Mind Snares: Alice's Journey,0.238
Mind Spheres,0.595
Mind Unleashed,-0.124
Mind Zero,-0.525
MindTex 2,0.695
Mindless Running,-0.456
Minds Eyes,-0.273
MineSweeper VR,0.02
Minecraft: Story Mode - A Telltale Games Series,0.011
Miner Mayhem,-0.351
Miner Warfare,0.384
Miner Wars 2081,-0.704
Miner Wars Arena ,-0.501
Mini Golf Mundo,-0.597
Mini Metal,0.992
Mini Metro,0.664
Mini Motor Racing EVO,-0.121
Mini Ninjas,0.293
Mini's Magic World,0.999
MiniBikers,-0.367
MiniDrivers,-0.735
MiniOne Racing,0.449
Miniature - The Story Puzzle,-0.241
Minigame Party VR,-0.001
Mining & Tunneling Simulator,-0.58
Miracle Fly,0.581
Mirror Mysteries 2: Forgotten Kingdoms,-0.614
Mirror's Edge,0.574
MirrorMoon EP,-0.179
Mirrored - Chapter 1,0.153
Mishap 2: An Intentional Haunting,0.996
Mishap: An Accidental Haunting,-0.228
Missing Translation,0.335
Mission Runway,0.086
Mitos.is: The Game,0.031
Mitsurugi Kamui Hikae,0.137
MoW: Face Off M,0.252
Mobile Light Force,-0.424
Modo indie,0.328
Mold on Pizza 🍕,0.031
Momento Temporis: Light from the Deep,0.002
Momentum,0.667
Momodora III,0.562
Monaco,0.63
Monday Night Combat,0.357
Mondrian - Abstraction in Beauty,0.17
Monkey Island 2: Special Edition,0.714
Monochroma,-0.001
Monomino,-0.848
Monster Bash,0.222
Monster Challenge Circus,-0.639
Monster Jam,-0.155
Monster Loves You!,0.248
Monster Maze VR,0.766
Monster Truck Destruction,-0.379
Monster Trucks Nitro,-0.275
Monsterland,0.142
Monsters & Munitions,-0.749
Monsters Ate My Birthday Cake,0.731
Monsters!,1.0
Monsters' Den: Book of Dread,0.546
Monsti,-0.571
Monstro: Battle Tactics,0.606
Monstrum ,0.112
Montague's Mount,-0.441
Montaro,0.465
Monument,-0.689
Monumental,-0.645
Mooch,0.565
Moon Breakers,-0.154
Moon Hunters,0.22
MoonBase Commander,0.517
Moonbase 332,-0.477
Moonbase Alpha,-0.038
Moonchild,0.299
Moonlight Minions,-0.759
Moonshot Galaxy™,0.674
Moonstone Tavern,-0.279
Moorhuhn - Tiger and Chicken,-0.093
Mordheim: City of the Damned,-0.052
Morningstar: Descent to Deadrock,0.415
MorphVOX Pro 4 - Voice Changer,-0.183
Morphine,-0.348
Morphopolis,0.205
Mortal Kombat X,-0.199
Mortal Online,-0.233
Mortos,-0.046
Mos Speedrun 2,1.0
Mosaico ,0.118
Mosby's Confederacy,-0.048
Mother Russia Bleeds,0.175
Moto Racer  4,0.267
Moto Racer Collection,-0.242
MotoGP™13,0.135
MotoGP™14,-0.34
MotoGP™14 Compact,-0.728
MotoGP™15,0.091
MotoGP™15 Compact,-0.644
MotorSport Revolution,-0.661
Motorama,-0.61
Motorbike,-0.012
Motorcycle Club,-0.615
Motorhead,-0.555
Motte Island,-0.034
Mount & Blade,0.455
Mount & Blade: Warband,0.424
Mount & Blade: With Fire and Sword,0.042
Mount Wingsuit,0.326
Mount Your Friends,0.409
Mountain,0.318
Mountain Crime: Requital,0.156
MouseCraft,0.284
Moustache Mountain,-0.009
Move or Die,0.309
Movie Studio Boss: The Sequel,-0.643
MovieWriterPro,-0.168
Mr. Bree+,0.307
Mr. Massagy,0.524
Mr. Nibbles Forever,0.66
Mr. Pumpkin Adventure,0.0
Mr. Robot,0.373
Mr. Shadow,0.499
Ms. Splosion Man,0.3
Mu Cartographer,-0.072
Mu Complex,0.301
Muddy Heights 2,0.016
Muffin Knight,0.137
Mugen Souls,-0.051
Mugen Souls Z,0.135
Multiwinia,0.209
Munin,0.326
Murasaki,0.781
Murder,-0.401
Murder Miners,0.234
Murder Mystery Adventure,-0.456
Musaic Box,0.551
Musclecar Online,0.254
Mushihimesama,0.528
Mushroom 11,0.347
Mushroom Men: Truffle Trouble ,-0.216
Mushroom Wars,0.431
Music Inside: A VR Rhythm Game,0.067
Music Wars Empire,-0.341
Mustache in Hell,0.583
Mutant Mudds Deluxe,0.086
Mutant Storm Reloaded,-0.066
Mute Crimson+,0.747
My Best Friends - Cats & Dogs,-0.229
My Bones,-0.702
My Butler,0.277
My Ex-Boyfriend the Space Tyrant,-0.01
My Family Creative Studio,0.202
My Lady,0.023
My Lands,-0.116
My Lil' Donut,0.611
My Little Kitties,0.625
My Name is Mayo,0.004
My Night Job,0.659
My Paper Boat,0.243
My Pet Hotel,-0.6
My Pet Hotel 2,-0.326
My Riding Stables,-0.356
My Riding Stables: Life with Horses,0.204
My Secret Pets!,-0.504
"My Tower, My Home",0.146
My Tribe ,-0.125
My Vet Practice: In the Country,-0.114
Myst V,-0.259
Myst: Masterpiece Edition,-0.079
Mysteries of the Past: Shadow of the Daemon Collector's Edition,-0.466
Mysterious Castle,-0.751
Mysterious Space,0.479
Mystery Case Files: Huntsville ,0.333
Mystery Case Files: Madame Fate ,0.937
Mystery Case Files: PrimeSuspects ,-0.034
Mystery Case Files: Ravenhearst ,0.69
Mystery Case Files: Return to Ravenhearst ,0.176
Mystery Castle: The Mirror's Secret,-0.05
Mystery Chronicle: One Way Heroics,-0.087
Mystery Expedition: Prisoners of Ice,-0.37
Mystery Masters: Psycho Train Deluxe Edition,-0.092
Mystery Maze Of Balthasar Castle,-0.429
Mystery Of Rivenhallows,-0.431
Mystery P.I.: Lost in Los Angeles,0.194
Mystery P.I.: The Lottery Ticket,-0.393
Mystery PI: The Vegas Heist,0.154
Mystery of Neuschwanstein,0.206
Mystery of Unicorn Castle: The Beastmaster,0.001
Mystic Defense,0.987
Mystic Destinies: Serendipity of Aeons,0.575
Mystic Saga,-0.073
Mystic Towers,0.478
Mystical,0.498
Mytheon,0.087
Mythic Wonders: The Philosopher's Stone,0.083
Mythos: The Beginning,-0.199
Myths Of Orion,0.987
N++,0.74
N.E.R.O.: Nothing Ever Remains Obscure,-0.094
N.P.P.D. RUSH - The milk of Ultra violet,-0.613
N2O,0.581
NAM,0.002
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,0.32
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,0.239
NBA 2K13,0.096
NBA 2K15,-0.086
NBA 2K16,-0.508
NBA 2KVR Experience,-0.001
NEKOPALIVE,0.172
NEKOPARA Vol. 0,0.215
NEKOPARA Vol. 1,0.362
NEKOPARA Vol. 2,0.147
NEO AQUARIUM - The King of Crustaceans -,0.224
NEON STRUCT,0.301
NEOTOKYO°,-0.061
NEStalgia,0.321
NO THING,0.351
NOBUNAGA'S AMBITION: Kakushin with Power Up Kit,-0.133
NOBUNAGA'S AMBITION: Souzou SengokuRisshiden,0.355
NOBUNAGA'S AMBITION: Sphere of Influence,0.272
NOBUNAGA'S AMBITION: Tendou with Power Up Kit,0.0
NOBUNAGA'S AMBITION: Tenshouki WPK HD Version,-0.836
NORTH,-0.114
NOT A HERO,0.414
NS2: Combat,-0.04
NSFW ~ Not a Simulator For Working,0.425
NVIDIA® VR Funhouse,0.167
Nail'd,0.435
NaissanceE,0.002
Namariel Legends: Iron Lord Premium Edition,0.365
Nameless ~The one thing you must recall~,0.631
"Nancy Drew Dossier: Lights, Camera, Curses!",1.0
Nancy Drew Dossier: Resorting to Danger!,0.594
Nancy Drew: Alibi in Ashes,0.019
Nancy Drew: Curse of Blackmoor Manor ,0.412
Nancy Drew: Danger By Design,-0.64
Nancy Drew: Danger on Deception Island ,0.788
Nancy Drew: Ghost Dogs of Moon Lake ,0.685
Nancy Drew: Last Train to Blue Moon Canyon,0.5
Nancy Drew: Legend of the Crystal Skull ,0.454
Nancy Drew: Secret of the Old Clock,0.258
Nancy Drew: Secret of the Scarlet Hand ,0.111
Nancy Drew: Secrets Can Kill,-0.113
Nancy Drew: Shadow at the Water's Edge,0.408
Nancy Drew: The Captive Curse,0.448
Nancy Drew: The Creature of Kapu Cave,0.343
Nancy Drew: The Deadly Device,0.007
Nancy Drew: The Haunted Carousel,0.665
Nancy Drew: The Haunting of Castle Malloy,0.497
Nancy Drew: The Phantom of Venice,0.28
Nancy Drew: The White Wolf of Icicle Creek,0.083
Nancy Drew: Tomb of the Lost Queen,0.996
Nancy Drew: Trail of the Twister,-0.004
Nancy Drew: Warnings at Waverly Academy,0.392
Nandeyanen!? - The 1st Sûtra,0.317
Naninights,-0.438
Nanofights,-0.56
Nanomedix Inc,-1.0
Nanuleu,0.035
Narcissu 10th Anniversary Anthology Project,0.258
Narcissu 1st & 2nd,0.263
Nary,-0.333
Nation Red,0.551
Natural Selection 2,0.557
Natural Soccer,0.015
Nature Defenders,0.135
Naval War: Arctic Circle,-0.57
Naval Warfare,-0.478
Navpoint,0.985
Navy Field 2 : Conqueror of the Ocean,-0.425
Ne no Kami - The Two Princess Knights of Kyoto,0.462
Near Death,0.604
Near Impact,-0.991
Nearwood - Collector's Edition,0.379
Nebula Online,-0.706
NecroVisioN,-0.114
NecroVisioN: Lost Company,-0.118
Necromonads,0.134
Necronomicon: The Dawning of Darkness,-0.773
Need for Speed: Hot Pursuit,0.268
Need for Speed: SHIFT,-0.009
Negligee,0.218
Neighbours from Hell,0.644
Nelly Cootalot: The Fowl Fleet,0.794
Neocolonialism,0.04
Neon Chrome,0.751
Neon Drive,0.441
Neon Hardcorps,-0.363
Neon Prism,0.465
Neon Space,0.386
Neon Space 2,-0.012
NeonXSZ,0.434
Neptune Flux,0.012
Nether,-0.604
Nethergate: Resurrection,0.323
Networm,0.71
NeuroVoider,0.403
Never Alone (Kisima Ingitchuna),0.348
Neverending Nightmares,-0.06
Nevermind,-0.147
Nevertales: The Beauty Within Collector's Edition,0.999
New Star Soccer 5,-0.218
New York Bus Simulator,-0.424
New York Mysteries: High Voltage,0.904
New York Mysteries: Secrets of the Mafia,0.445
New York Mysteries: The Lantern of Souls,0.973
New York Taxi Simulator,-0.546
NewRetroArcade: Neon,0.435
Next Stop 2,-0.108
Nexuiz,-0.103
Nexus : One Core,0.199
Nexus: The Jupiter Incident,0.693
NiGHTS into Dreams...,0.616
Nicolas Eymerich The Inquisitor,-0.123
Nicolas Eymerich The Inquisitor Book II : The Village,-0.343
Nicole,-0.138
Nidhogg,0.197
Night Blights,0.741
Night Mysteries: The Amphora Prisoner,0.163
Night Shift,-0.279
Night light,-1.0
NightCry,-0.244
NightShift Legacy,1.0
NightSky,0.593
Nightbanes,-0.23
Nightclub Emporium,-1.0
Nightfall: Escape,0.174
Nightmare Adventures: The Witch's Prison,-0.984
NightmareZ,0.52
Nightmares from the Deep 2: The Siren`s Call,0.63
Nightmares from the Deep 3: Davy Jones,0.601
Nightmares from the Deep: The Cursed Heart,0.557
Nightork Adventures - Beyond the Moons of Shadalee,0.322
Nightside,-0.233
Nighttime Terror: Dessert Defender,0.093
Nihilumbra,0.559
Niko: Through The Dream,0.483
Nikopol: Secrets of the Immortals,-0.221
Nil-Ninjahtic: Ronin,0.559
Nimble Quest,0.358
Nimble Writer,0.406
Nimbus,0.686
Ninja Blade,-0.312
Ninja Cats vs Samurai Dogs,0.018
Ninja Guy,-0.521
Ninja Outbreak,0.986
Ninja Pizza Girl,0.674
Ninja Reflex: Steamworks Edition,0.253
Ninja Senki DX,-0.227
Ninja Stealth,-0.301
Ninjahtic,0.066
Ninjahtic Mind Tricks,0.02
Nitroplus Blasterz: Heroines Infinite Duel,0.494
No Man's Sky,-0.121
No More Room in Hell,0.24
No One But You,-0.001
No Pineapple Left Behind,0.06
No Time To Explain Remastered,-0.068
No Time To Live,-0.7
NoLimits 2 Roller Coaster Simulation,0.489
Nobunaga's Ambition: Souzou,0.391
Noctropolis,0.294
Nodiatis,0.199
Noir Syndrome,-0.066
Noitu Love 2 Devolution,0.559
Nokori,-0.391
Nomad Fleet,-0.223
Noob Squad,-0.442
Nordenfelt,-0.452
Normality,0.007
Northmark: Hour of the Wolf,0.134
Nosferatu: The Wrath of Malachi,0.223
Nostradamus: The Last Prophecy,-0.032
Not The Robots,0.218
Not without my donuts,-0.647
NotCoD™,0.246
NotTheNameWeWanted,0.134
Notch - The Innocent LunA: Eclipsed SinnerS,0.025
Notrium,0.716
Notruf 112,-0.044
Nova-111,0.61
Nuclear Dawn,0.44
Nuclear Throne,0.338
Nulldrifters,-0.404
Numba Deluxe,-0.151
Numen: Contest of Heroes,-0.325
Nurse Love Addiction,0.401
Nusakana,0.066
Nuts!: The Battle of the Bulge,-0.334
Nux,-0.503
Nyan Cat: Lost In Space,0.326
Nyctophilia,-0.241
Nyctophobia,-0.313
NyxQuest,0.358
O.R.B.,0.161
O3DX,-0.941
OASE - Other Age Second Encounter,-0.76
OCEAN CITY RACING: Redux,-0.385
OESE,0.274
OH! RPG!,0.365
OMG Zombies!,0.171
OMSI 2,0.055
ONE PIECE BURNING BLOOD,0.191
ONE PIECE PIRATE WARRIORS 3,0.085
OPUS: The Day We Found Earth,0.316
ORBIT,0.491
ORBITAL,0.319
ORCS,0.34
ORION: Prelude,-0.1
OTTTD,0.124
OVERGRAVITY,-0.435
OZMAFIA!!,0.522
Obduction,0.513
Obliteracers,0.174
Oblitus,-0.35
Oblivion's Edge,1.0
Oblivious Garden ~Carmina Burana,0.352
Obludia,-0.498
Obscure,0.282
Obscure 2,-0.129
Obscuritas,0.203
Occurrence at JCR Outpost,-0.107
Oceanhorn: Monster of Uncharted Seas,0.302
Octave,0.241
Octodad: Dadliest Catch,0.479
Odallus: The Dark Call,0.637
Oddworld: Abe's Exoddus,0.597
Oddworld: Abe's Oddysee,0.48
Oddworld: Munch's Oddysee,-0.04
Oddworld: New 'n' Tasty,0.453
Oddworld: Stranger's Wrath HD,0.406
Odd||Even,-0.389
Odesi Music Composition,0.473
Odysseus: Long Way Home,-0.221
Of Carrots And Blood,0.077
Of Love And Sorrow,0.014
Of Orcs And Men,-0.123
Off-Peak,0.394
Off-Road Drive,-0.01
Office Battle,0.085
Office lovers,-0.665
Offspring Fling!,0.353
Offworld Trading Company,0.264
Oh My Gore!,0.251
Oh No! Bugs!,0.227
Oh...Sir! Prototype,-0.133
Ohm Studio,0.138
Ohr,0.961
Oil Enterprise,-0.867
Oil Rush,-0.38
Okhlos: Omega,0.328
Oknytt,0.558
OlliOlli,0.325
OlliOlli2: Welcome to Olliwood,0.375
Olympia Rising,0.203
Omega Agent,0.138
Omegalodon,-0.222
Omerta - City of Gangsters,-0.414
Omikron - The Nomad Soul,0.251
OmniBus,0.269
Omnipresent,0.026
On A Roll 3D,0.53
On My Own,-0.263
On Rusty Trails,0.569
"On the Rain-Slick Precipice of Darkness, Episode One",0.374
"On the Rain-Slick Precipice of Darkness, Episode Two",0.295
"Once Bitten, Twice Dead",-0.702
Once in Yaissor,0.317
One Day : The Sun Disappeared,-0.5
One Day For Ched,-0.309
One Final Breath,-0.651
One Final Chaos,0.999
One Finger Death Punch,0.63
One Hundred Ways,-0.128
One Last Chance,0.008
One Late Night: Deadline,-0.665
One Man Is Not No Man,0.606
One Manga Day,-0.31
One More Dungeon,0.096
One More Line,0.071
One Night Stand,0.536
One Night Two Crazies,-0.242
One Small Fire At A Time,0.35
One Troll Army,0.124
One Way Flight,-1.0
One Way Heroics,0.653
One Way To Die,-0.376
One day in London,0.977
Onechanbara Z2: Chaos,-0.117
Ongaku,0.599
Oniken,0.4
Onikira: Demon Killer,-0.592
Only If,-0.071
Ookibloks,0.769
Oozi: Earth Adventure,0.36
OpenCanvas 6,0.36
Operation Flashpoint: Dragon Rising,-0.06
Operation Flashpoint: Red River,-0.308
Operation KREEP,0.76
Operation: Matriarchy,0.209
Optika,0.388
Orbit HD,0.196
Orbital Gear,0.319
Orborun,0.291
Orc Assault,-0.421
Orc Attack: Flatulent Rebellion,-0.525
Orc Slayer,-0.137
Orcs Must Die!,0.739
Orcs Must Die! 2,0.697
Orcs Must Die! Unchained,-0.085
Orczz,-1.0
Order of Battle: World War II,0.34
Order of War,-0.057
Organ Trail: Director's Cut,0.334
Ori and the Blind Forest,0.778
Ori and the Blind Forest: Definitive Edition,0.786
Original War,0.562
Orion Trail,0.037
Orion: A Sci-Fi Visual Novel,-0.067
Ortus Regni,0.204
Orwell,0.611
Osmos,0.284
Osozaki 遅咲き Late Blooming - First,-0.346
Osteya,-0.459
Ostrich Island,0.297
Otem's Defiance,0.131
Othello,0.006
Otherland,-0.874
Our Darker Purpose,0.212
Our Love Will Grow,0.373
Our Nation's Miner,-0.369
Our Wonderful World,-0.005
Out There Somewhere,0.408
Out There: Ω Edition,-0.205
Out of Ammo,0.199
Out of the Park Baseball 17,0.51
OutDrive,-0.183
Outcast 1.1,0.676
Outland,0.339
Outlast,0.403
Outpost 13,-0.458
Outrage,0.075
Over 9000 Zombies!,0.271
Over The Hills And Far Away,0.326
Over The Void,-0.046
Overcast - Walden and the Werewolf,-0.33
Overclocked: A History of Violence,-0.638
Overcooked,0.55
Overdosed - A Trip To Hell,-0.5
Overfall,0.416
Overload Playable Teaser,0.603
Overlord,0.354
Overlord: Fellowship of Evil,-0.709
Overlord: Raising Hell,0.479
Overruled!,-0.61
Overture,0.206
Owlboy,0.789
Owys,-0.644
Oxenfree,0.613
PAC-MAN 256,0.451
PAC-MAN Championship Edition DX+,0.635
PAC-MAN™ CHAMPIONSHIP EDITION 2,-0.025
PANORAMICAL,0.378
PARTICLE MACE,0.499
PAYDAY 2,0.231
PAYDAY: The Heist,0.326
PD Howler 10,0.426
PD Howler 9.6,0.356
PD Particles 9,-0.334
PERFECT ANGLE: The puzzle game based on optical illusions,0.021
PF and the Molten Mystery,0.413
PHAT STACKS,0.0
PING 1.5+,0.661
PONCHO,0.11
POP: Methodology Experiment One,-0.118
POPixel,0.404
POSTAL,-0.173
POSTAL 2,0.328
POSTAL Redux,0.397
PRICE,0.3
PROTOTYPE 2,0.001
PRiO,-0.3
PT Boats: Knights of the Sea,-0.548
PT Boats: South Gambit,-0.675
Pacific Liberation Force,-0.428
Pacific Storm,-0.202
Pacific Storm: Allies,-0.258
Paganitzu,0.253
Pahelika: Revelations HD,-0.729
Pahelika: Secret Legends,-0.469
Painkiller Hell & Damnation,0.005
Painkiller Overdose,-0.13
Painkiller: Black Edition,0.309
Painkiller: Recurring Evil,-0.386
Painkiller: Redemption,-0.488
Painkiller: Resurrection,-0.618
Paint it Back,0.71
PaintLab,0.094
Paintball 707,-0.226
Painters Guild,0.014
Pajama Sam 2: Thunder And Lightning Aren't So Frightening,0.664
Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,-0.64
Pajama Sam in No Need to Hide When It's Dark Outside,0.478
Pajama Sam's Lost & Found,0.151
Pajama Sam's Sock Works,0.308
Pajama Sam: Games to Play on Any Day,0.144
Pale Echoes,0.613
Pan-Pan,0.395
Pandora: First Contact,0.035
Pandum online,-0.717
Pane In The Glass,-0.095
Pang Adventures,0.703
Pankapu,0.735
Panzar,-0.118
Panzer Corps,0.706
Panzer Elite Action Fields of Glory,-0.54
Panzer Tactics HD,0.326
Panzermadels: Tank Dating Simulator,0.208
Paparazzi,-0.194
Paper Dungeons,-0.434
Paper Monsters Recut,0.035
Paper Sorcerer,0.385
Paper Train: Traffic,0.45
Paperbound,0.352
"Papers, Please",0.423
Papo & Yo,0.701
Parallax,0.414
Parallels,0.016
Paranautical Activity: Deluxe Atonement Edition,-0.253
Paranormal State: Poison Spring Collector's Edition,-0.007
Parasite,0.172
Parcel,0.515
Parkan 2,-0.356
Particle Fleet: Emergence,0.47
Particula,-0.554
Particulars,-0.039
Party Hard,0.215
Party Jousting,0.617
Party Saboteurs,-0.001
Party of Sin,-0.312
Parvaneh: Legacy of the Light's Guardians,0.528
Passing Pineview Forest,-0.245
PataNoir,0.691
Patchwork,0.718
Path of Exile,0.517
Path of War,-0.156
Pathologic Classic HD,0.309
Patrician III,0.231
Patrician IV: Steam Special Edition,-0.314
Patterna,0.615
Patterns,-0.801
Pavel Quest,0.184
Pavilion,0.275
Paws,0.385
Pay2Win: The Tricks Exposed,-0.466
Peak Angle: Drift Online,0.555
Peggle Deluxe,0.595
Peggle Extreme,0.08
Peggle Nights,0.521
Pen Island VR,-0.991
Penarium,0.275
Pendragon Rising,0.361
Penguins Arena: Sedna's World,0.338
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0.188
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,0.497
Penumbra: Black Plague,0.455
Penumbra: Overture,0.279
Penumbra: Requiem,-0.32
