,app_name,avg_sentiment_N100,avg_sentiment_N10,sentiment_difference,pos_to_neg,neg_to_pos
4543,Mimic Arena,1.0,1.0,0.0,False,False
4544,Mimpi,0.402,0.382,0.020000000000000018,False,False
4545,Mimpi Dreams,0.495,0.424,0.07100000000000001,False,False
4546,Mind Dead,-0.432,-0.432,0.0,False,False
4547,Mind Games,-0.526,-0.612,0.08599999999999997,False,False
4548,Mind Snares: Alice's Journey,0.238,0.778,-0.54,False,False
4549,Mind Spheres,0.595,0.634,-0.039000000000000035,False,False
4550,Mind Unleashed,-0.124,-0.198,0.07400000000000001,False,False
4551,Mind Zero,-0.525,-0.608,0.08299999999999996,False,False
4552,MindTex 2,0.695,0.438,0.25699999999999995,False,False
4553,Mindless Running,-0.456,-0.796,0.34,False,False
4554,Minds Eyes,-0.273,-0.231,-0.04200000000000001,False,False
4555,MineSweeper VR,0.02,0.02,0.0,False,False
4556,Minecraft: Story Mode - A Telltale Games Series,0.011,-0.188,0.199,True,False
4557,Miner Mayhem,-0.351,-0.216,-0.13499999999999998,False,False
4558,Miner Warfare,0.384,0.599,-0.21499999999999997,False,False
4559,Miner Wars 2081,-0.704,-0.797,0.09300000000000008,False,False
4560,Miner Wars Arena ,-0.501,-0.501,0.0,False,False
4561,Mini Golf Mundo,-0.597,-0.629,0.03200000000000003,False,False
4562,Mini Metal,0.992,0.992,0.0,False,False
4563,Mini Metro,0.664,0.997,-0.33299999999999996,False,False
4564,Mini Motor Racing EVO,-0.121,0.0,-0.121,False,False
4565,Mini Ninjas,0.293,-0.015,0.308,True,False
4566,Mini's Magic World,0.999,0.999,0.0,False,False
4567,MiniBikers,-0.367,-0.003,-0.364,False,False
4568,MiniDrivers,-0.735,-1.0,0.265,False,False
4569,MiniOne Racing,0.449,0.395,0.05399999999999999,False,False
4570,Miniature - The Story Puzzle,-0.241,-0.241,0.0,False,False
4571,Minigame Party VR,-0.001,-0.001,0.0,False,False
4572,Mining & Tunneling Simulator,-0.58,-0.408,-0.172,False,False
4573,Miracle Fly,0.581,0.405,0.17599999999999993,False,False
4574,Mirror Mysteries 2: Forgotten Kingdoms,-0.614,-0.565,-0.049000000000000044,False,False
4575,Mirror's Edge,0.574,0.577,-0.0030000000000000027,False,False
4576,MirrorMoon EP,-0.179,-0.553,0.37400000000000005,False,False
4577,Mirrored - Chapter 1,0.153,-0.204,0.357,True,False
4578,Mishap 2: An Intentional Haunting,0.996,0.996,0.0,False,False
4579,Mishap: An Accidental Haunting,-0.228,-0.15,-0.07800000000000001,False,False
4580,Missing Translation,0.335,0.064,0.271,False,False
4581,Mission Runway,0.086,-0.006,0.092,True,False
4582,Mitos.is: The Game,0.031,-0.188,0.219,True,False
4583,Mitsurugi Kamui Hikae,0.137,0.395,-0.258,False,False
4584,MoW: Face Off M,0.252,0.602,-0.35,False,False
4585,Mobile Light Force,-0.424,-0.588,0.16399999999999998,False,False
4586,Modo indie,0.328,-0.023,0.35100000000000003,True,False
4587,Mold on Pizza 🍕,0.031,-0.047,0.078,True,False
4588,Momento Temporis: Light from the Deep,0.002,0.002,0.0,False,False
4589,Momentum,0.667,0.667,0.0,False,False
4590,Momodora III,0.562,0.205,0.3570000000000001,False,False
4591,Monaco,0.63,0.198,0.432,False,False
4592,Monday Night Combat,0.357,0.78,-0.42300000000000004,False,False
4593,Mondrian - Abstraction in Beauty,0.17,0.189,-0.01899999999999999,False,False
4594,Monkey Island 2: Special Edition,0.714,0.406,0.30799999999999994,False,False
4595,Monochroma,-0.001,-0.143,0.142,False,False
4596,Monomino,-0.848,-0.977,0.129,False,False
4597,Monster Bash,0.222,0.416,-0.19399999999999998,False,False
4598,Monster Challenge Circus,-0.639,-0.771,0.132,False,False
4599,Monster Jam,-0.155,-0.005,-0.15,False,False
4600,Monster Loves You!,0.248,-0.001,0.249,True,False
4601,Monster Maze VR,0.766,0.766,0.0,False,False
4602,Monster Truck Destruction,-0.379,-0.795,0.41600000000000004,False,False
4603,Monster Trucks Nitro,-0.275,-0.6,0.32499999999999996,False,False
4604,Monsterland,0.142,-0.208,0.35,True,False
4605,Monsters & Munitions,-0.749,-0.749,0.0,False,False
4606,Monsters Ate My Birthday Cake,0.731,0.417,0.314,False,False
4607,Monsters!,1.0,1.0,0.0,False,False
4608,Monsters' Den: Book of Dread,0.546,0.602,-0.05599999999999994,False,False
4609,Monsti,-0.571,-0.371,-0.19999999999999996,False,False
4610,Monstro: Battle Tactics,0.606,0.567,0.039000000000000035,False,False
4611,Monstrum ,0.112,0.566,-0.45399999999999996,False,False
4612,Montague's Mount,-0.441,-0.401,-0.03999999999999998,False,False
4613,Montaro,0.465,0.561,-0.09600000000000003,False,False
4614,Monument,-0.689,-0.637,-0.051999999999999935,False,False
4615,Monumental,-0.645,-0.645,0.0,False,False
4616,Mooch,0.565,0.133,0.43199999999999994,False,False
4617,Moon Breakers,-0.154,-0.001,-0.153,False,False
4618,Moon Hunters,0.22,0.381,-0.161,False,False
4619,MoonBase Commander,0.517,0.393,0.124,False,False
4620,Moonbase 332,-0.477,-0.181,-0.296,False,False
4621,Moonbase Alpha,-0.038,-0.031,-0.006999999999999999,False,False
4622,Moonchild,0.299,-0.011,0.31,True,False
4623,Moonlight Minions,-0.759,-0.771,0.01200000000000001,False,False
4624,Moonshot Galaxy™,0.674,0.778,-0.10399999999999998,False,False
4625,Moonstone Tavern,-0.279,0.004,-0.28300000000000003,False,True
4626,Moorhuhn - Tiger and Chicken,-0.093,-0.003,-0.09,False,False
4627,Mordheim: City of the Damned,-0.052,-0.787,0.735,False,False
4628,Morningstar: Descent to Deadrock,0.415,0.402,0.012999999999999956,False,False
4629,MorphVOX Pro 4 - Voice Changer,-0.183,-0.208,0.024999999999999994,False,False
4630,Morphine,-0.348,-0.161,-0.18699999999999997,False,False
4631,Morphopolis,0.205,0.374,-0.169,False,False
4632,Mortal Kombat X,-0.199,0.007,-0.20600000000000002,False,True
4633,Mortal Online,-0.233,-0.044,-0.189,False,False
4634,Mortos,-0.046,-0.046,0.0,False,False
4635,Mos Speedrun 2,1.0,1.0,0.0,False,False
4636,Mosaico ,0.118,0.374,-0.256,False,False
4637,Mosby's Confederacy,-0.048,-0.189,0.14100000000000001,False,False
4638,Mother Russia Bleeds,0.175,-0.4,0.575,True,False
4639,Moto Racer  4,0.267,0.247,0.020000000000000018,False,False
4640,Moto Racer Collection,-0.242,-0.337,0.09500000000000003,False,False
4641,MotoGP™13,0.135,0.228,-0.093,False,False
4642,MotoGP™14,-0.34,-0.419,0.07899999999999996,False,False
4643,MotoGP™14 Compact,-0.728,-0.592,-0.136,False,False
4644,MotoGP™15,0.091,0.2,-0.10900000000000001,False,False
4645,MotoGP™15 Compact,-0.644,-0.76,0.11599999999999999,False,False
4646,MotorSport Revolution,-0.661,-0.996,0.33499999999999996,False,False
4647,Motorama,-0.61,-0.201,-0.409,False,False
4648,Motorbike,-0.012,-0.025,0.013000000000000001,False,False
4649,Motorcycle Club,-0.615,-0.615,0.0,False,False
4650,Motorhead,-0.555,-0.555,0.0,False,False
4651,Motte Island,-0.034,0.006,-0.04,False,True
4652,Mount & Blade,0.455,0.451,0.0040000000000000036,False,False
4653,Mount & Blade: Warband,0.424,0.233,0.19099999999999998,False,False
4654,Mount & Blade: With Fire and Sword,0.042,-0.005,0.047,True,False
4655,Mount Wingsuit,0.326,0.247,0.07900000000000001,False,False
4656,Mount Your Friends,0.409,0.19,0.21899999999999997,False,False
4657,Mountain,0.318,0.553,-0.23500000000000004,False,False
4658,Mountain Crime: Requital,0.156,0.353,-0.19699999999999998,False,False
4659,MouseCraft,0.284,0.562,-0.2780000000000001,False,False
4660,Moustache Mountain,-0.009,0.196,-0.20500000000000002,False,True
4661,Move or Die,0.309,-0.356,0.665,True,False
4662,Movie Studio Boss: The Sequel,-0.643,-0.636,-0.007000000000000006,False,False
4663,MovieWriterPro,-0.168,-0.198,0.03,False,False
4664,Mr. Bree+,0.307,0.783,-0.47600000000000003,False,False
4665,Mr. Massagy,0.524,0.599,-0.07499999999999996,False,False
4666,Mr. Nibbles Forever,0.66,0.788,-0.128,False,False
4667,Mr. Pumpkin Adventure,0.0,0.0,0.0,False,False
4668,Mr. Robot,0.373,0.394,-0.02100000000000002,False,False
4669,Mr. Shadow,0.499,0.499,0.0,False,False
4670,Ms. Splosion Man,0.3,0.13,0.16999999999999998,False,False
4671,Mu Cartographer,-0.072,0.204,-0.27599999999999997,False,True
4672,Mu Complex,0.301,0.096,0.205,False,False
4673,Muddy Heights 2,0.016,0.183,-0.16699999999999998,False,False
4674,Muffin Knight,0.137,0.919,-0.782,False,False
4675,Mugen Souls,-0.051,0.184,-0.235,False,True
4676,Mugen Souls Z,0.135,-0.024,0.159,True,False
4677,Multiwinia,0.209,0.38,-0.171,False,False
4678,Munin,0.326,0.199,0.127,False,False
4679,Murasaki,0.781,0.737,0.04400000000000004,False,False
4680,Murder,-0.401,-0.195,-0.20600000000000002,False,False
4681,Murder Miners,0.234,-0.181,0.41500000000000004,True,False
4682,Murder Mystery Adventure,-0.456,-0.456,0.0,False,False
4683,Musaic Box,0.551,0.99,-0.43899999999999995,False,False
4684,Musclecar Online,0.254,-0.161,0.41500000000000004,True,False
4685,Mushihimesama,0.528,0.227,0.30100000000000005,False,False
4686,Mushroom 11,0.347,0.457,-0.11000000000000004,False,False
4687,Mushroom Men: Truffle Trouble ,-0.216,-0.153,-0.063,False,False
4688,Mushroom Wars,0.431,0.2,0.23099999999999998,False,False
4689,Music Inside: A VR Rhythm Game,0.067,0.2,-0.133,False,False
4690,Music Wars Empire,-0.341,-0.402,0.061,False,False
4691,Mustache in Hell,0.583,0.583,0.0,False,False
4692,Mutant Mudds Deluxe,0.086,0.35,-0.264,False,False
4693,Mutant Storm Reloaded,-0.066,0.001,-0.067,False,True
4694,Mute Crimson+,0.747,0.554,0.19299999999999995,False,False
4695,My Best Friends - Cats & Dogs,-0.229,-0.4,0.171,False,False
4696,My Bones,-0.702,-0.618,-0.08399999999999996,False,False
4697,My Butler,0.277,0.223,0.05400000000000002,False,False
4698,My Ex-Boyfriend the Space Tyrant,-0.01,0.184,-0.194,False,True
4699,My Family Creative Studio,0.202,0.202,0.0,False,False
4700,My Lady,0.023,-0.185,0.208,True,False
4701,My Lands,-0.116,0.001,-0.117,False,True
4702,My Lil' Donut,0.611,0.75,-0.139,False,False
4703,My Little Kitties,0.625,0.598,0.027000000000000024,False,False
4704,My Name is Mayo,0.004,0.783,-0.779,False,False
4705,My Night Job,0.659,0.788,-0.129,False,False
4706,My Paper Boat,0.243,0.367,-0.124,False,False
4707,My Pet Hotel,-0.6,-0.6,0.0,False,False
4708,My Pet Hotel 2,-0.326,-0.326,0.0,False,False
4709,My Riding Stables,-0.356,-0.363,0.007000000000000006,False,False
4710,My Riding Stables: Life with Horses,0.204,0.009,0.19499999999999998,False,False
4711,My Secret Pets!,-0.504,-0.596,0.09199999999999997,False,False
4712,"My Tower, My Home",0.146,-0.025,0.17099999999999999,True,False
4713,My Tribe ,-0.125,-0.735,0.61,False,False
4714,My Vet Practice: In the Country,-0.114,-0.226,0.112,False,False
4715,Myst V,-0.259,-0.562,0.30300000000000005,False,False
4716,Myst: Masterpiece Edition,-0.079,-0.402,0.323,False,False
4717,Mysteries of the Past: Shadow of the Daemon Collector's Edition,-0.466,-0.466,0.0,False,False
4718,Mysterious Castle,-0.751,-0.751,0.0,False,False
4719,Mysterious Space,0.479,0.575,-0.09599999999999997,False,False
4720,Mystery Case Files: Huntsville ,0.333,0.333,0.0,False,False
4721,Mystery Case Files: Madame Fate ,0.937,0.937,0.0,False,False
4722,Mystery Case Files: PrimeSuspects ,-0.034,-0.034,0.0,False,False
4723,Mystery Case Files: Ravenhearst ,0.69,0.69,0.0,False,False
4724,Mystery Case Files: Return to Ravenhearst ,0.176,0.176,0.0,False,False
4725,Mystery Castle: The Mirror's Secret,-0.05,-0.05,0.0,False,False
4726,Mystery Chronicle: One Way Heroics,-0.087,-0.177,0.09,False,False
4727,Mystery Expedition: Prisoners of Ice,-0.37,-0.37,0.0,False,False
4728,Mystery Masters: Psycho Train Deluxe Edition,-0.092,0.027,-0.119,False,True
4729,Mystery Maze Of Balthasar Castle,-0.429,-0.429,0.0,False,False
4730,Mystery Of Rivenhallows,-0.431,-0.597,0.16599999999999998,False,False
4731,Mystery P.I.: Lost in Los Angeles,0.194,0.194,0.0,False,False
4732,Mystery P.I.: The Lottery Ticket,-0.393,-0.393,0.0,False,False
4733,Mystery PI: The Vegas Heist,0.154,0.154,0.0,False,False
4734,Mystery of Neuschwanstein,0.206,0.49,-0.28400000000000003,False,False
4735,Mystery of Unicorn Castle: The Beastmaster,0.001,0.001,0.0,False,False
4736,Mystic Defense,0.987,0.987,0.0,False,False
4737,Mystic Destinies: Serendipity of Aeons,0.575,0.573,0.0020000000000000018,False,False
4738,Mystic Saga,-0.073,0.136,-0.20900000000000002,False,True
4739,Mystic Towers,0.478,0.576,-0.09799999999999998,False,False
4740,Mystical,0.498,0.498,0.0,False,False
4741,Mytheon,0.087,-0.228,0.315,True,False
4742,Mythic Wonders: The Philosopher's Stone,0.083,0.197,-0.114,False,False
4743,Mythos: The Beginning,-0.199,-0.23,0.031,False,False
4744,Myths Of Orion,0.987,0.987,0.0,False,False
4745,N++,0.74,0.2,0.54,False,False
4746,N.E.R.O.: Nothing Ever Remains Obscure,-0.094,0.006,-0.1,False,True
4747,N.P.P.D. RUSH - The milk of Ultra violet,-0.613,-0.602,-0.01100000000000001,False,False
4748,N2O,0.581,0.613,-0.03200000000000003,False,False
4749,NAM,0.002,0.559,-0.557,False,False
4750,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,0.32,0.208,0.11200000000000002,False,False
4751,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,0.239,-0.4,0.639,True,False
4752,NBA 2K13,0.096,-0.018,0.114,True,False
4753,NBA 2K15,-0.086,-0.006,-0.07999999999999999,False,False
4754,NBA 2K16,-0.508,-0.796,0.28800000000000003,False,False
4755,NBA 2KVR Experience,-0.001,-0.001,0.0,False,False
4756,NEKOPALIVE,0.172,-0.252,0.424,True,False
4757,NEKOPARA Vol. 0,0.215,-0.003,0.218,True,False
4758,NEKOPARA Vol. 1,0.362,0.545,-0.18300000000000005,False,False
4759,NEKOPARA Vol. 2,0.147,0.353,-0.206,False,False
4760,NEO AQUARIUM - The King of Crustaceans -,0.224,0.599,-0.375,False,False
4761,NEON STRUCT,0.301,0.584,-0.283,False,False
4762,NEOTOKYO°,-0.061,-0.167,0.10600000000000001,False,False
4763,NEStalgia,0.321,0.799,-0.47800000000000004,False,False
4764,NO THING,0.351,0.399,-0.04800000000000004,False,False
4765,NOBUNAGA'S AMBITION: Kakushin with Power Up Kit,-0.133,-0.133,0.0,False,False
4766,NOBUNAGA'S AMBITION: Souzou SengokuRisshiden,0.355,0.781,-0.42600000000000005,False,False
4767,NOBUNAGA'S AMBITION: Sphere of Influence,0.272,0.397,-0.125,False,False
4768,NOBUNAGA'S AMBITION: Tendou with Power Up Kit,0.0,0.0,0.0,False,False
4769,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version,-0.836,-0.836,0.0,False,False
4770,NORTH,-0.114,-0.446,0.332,False,False
4771,NOT A HERO,0.414,0.411,0.0030000000000000027,False,False
4772,NS2: Combat,-0.04,-0.002,-0.038,False,False
4773,NSFW ~ Not a Simulator For Working,0.425,0.395,0.02999999999999997,False,False
4774,NVIDIA® VR Funhouse,0.167,-0.178,0.345,True,False
4775,Nail'd,0.435,0.201,0.23399999999999999,False,False
4776,NaissanceE,0.002,0.198,-0.196,False,False
4777,Namariel Legends: Iron Lord Premium Edition,0.365,0.4,-0.03500000000000003,False,False
4778,Nameless ~The one thing you must recall~,0.631,0.595,0.03600000000000003,False,False
4779,"Nancy Drew Dossier: Lights, Camera, Curses!",1.0,1.0,0.0,False,False
4780,Nancy Drew Dossier: Resorting to Danger!,0.594,0.601,-0.007000000000000006,False,False
4781,Nancy Drew: Alibi in Ashes,0.019,0.003,0.016,False,False
4782,Nancy Drew: Curse of Blackmoor Manor ,0.412,0.799,-0.38700000000000007,False,False
4783,Nancy Drew: Danger By Design,-0.64,-0.577,-0.06300000000000006,False,False
4784,Nancy Drew: Danger on Deception Island ,0.788,0.599,0.18900000000000006,False,False
4785,Nancy Drew: Ghost Dogs of Moon Lake ,0.685,0.799,-0.11399999999999999,False,False
4786,Nancy Drew: Last Train to Blue Moon Canyon,0.5,0.598,-0.09799999999999998,False,False
4787,Nancy Drew: Legend of the Crystal Skull ,0.454,0.399,0.05499999999999999,False,False
4788,Nancy Drew: Secret of the Old Clock,0.258,0.258,0.0,False,False
4789,Nancy Drew: Secret of the Scarlet Hand ,0.111,0.111,0.0,False,False
4790,Nancy Drew: Secrets Can Kill,-0.113,0.055,-0.168,False,True
4791,Nancy Drew: Shadow at the Water's Edge,0.408,0.986,-0.5780000000000001,False,False
4792,Nancy Drew: The Captive Curse,0.448,0.038,0.41000000000000003,False,False
4793,Nancy Drew: The Creature of Kapu Cave,0.343,0.211,0.13200000000000003,False,False
4794,Nancy Drew: The Deadly Device,0.007,0.007,0.0,False,False
4795,Nancy Drew: The Haunted Carousel,0.665,0.796,-0.131,False,False
4796,Nancy Drew: The Haunting of Castle Malloy,0.497,0.654,-0.15700000000000003,False,False
4797,Nancy Drew: The Phantom of Venice,0.28,0.28,0.0,False,False
4798,Nancy Drew: The White Wolf of Icicle Creek,0.083,0.134,-0.051000000000000004,False,False
4799,Nancy Drew: Tomb of the Lost Queen,0.996,0.998,-0.0020000000000000018,False,False
4800,Nancy Drew: Trail of the Twister,-0.004,-0.005,0.001,False,False
4801,Nancy Drew: Warnings at Waverly Academy,0.392,0.591,-0.19899999999999995,False,False
4802,Nandeyanen!? - The 1st Sûtra,0.317,0.196,0.121,False,False
4803,Naninights,-0.438,-0.365,-0.07300000000000001,False,False
4804,Nanofights,-0.56,-0.369,-0.19100000000000006,False,False
4805,Nanomedix Inc,-1.0,-1.0,0.0,False,False
4806,Nanuleu,0.035,0.042,-0.006999999999999999,False,False
4807,Narcissu 10th Anniversary Anthology Project,0.258,-0.005,0.263,True,False
4808,Narcissu 1st & 2nd,0.263,0.601,-0.33799999999999997,False,False
4809,Nary,-0.333,-0.202,-0.131,False,False
4810,Nation Red,0.551,0.398,0.15300000000000002,False,False
4811,Natural Selection 2,0.557,0.597,-0.039999999999999925,False,False
4812,Natural Soccer,0.015,-0.188,0.203,True,False
4813,Nature Defenders,0.135,0.135,0.0,False,False
4814,Naval War: Arctic Circle,-0.57,-0.8,0.2300000000000001,False,False
4815,Naval Warfare,-0.478,-0.189,-0.289,False,False
4816,Navpoint,0.985,0.985,0.0,False,False
4817,Navy Field 2 : Conqueror of the Ocean,-0.425,-0.412,-0.013000000000000012,False,False
4818,Ne no Kami - The Two Princess Knights of Kyoto,0.462,0.6,-0.13799999999999996,False,False
4819,Near Death,0.604,0.021,0.583,False,False
4820,Near Impact,-0.991,-0.991,0.0,False,False
4821,Nearwood - Collector's Edition,0.379,0.55,-0.17100000000000004,False,False
4822,Nebula Online,-0.706,-0.706,0.0,False,False
4823,NecroVisioN,-0.114,-0.022,-0.092,False,False
4824,NecroVisioN: Lost Company,-0.118,-0.593,0.475,False,False
4825,Necromonads,0.134,0.017,0.117,False,False
4826,Necronomicon: The Dawning of Darkness,-0.773,-0.774,0.0010000000000000009,False,False
4827,Need for Speed: Hot Pursuit,0.268,0.197,0.07100000000000001,False,False
4828,Need for Speed: SHIFT,-0.009,-0.186,0.177,False,False
4829,Negligee,0.218,0.122,0.096,False,False
4830,Neighbours from Hell,0.644,0.977,-0.33299999999999996,False,False
4831,Nelly Cootalot: The Fowl Fleet,0.794,0.602,0.19200000000000006,False,False
4832,Neocolonialism,0.04,-0.197,0.23700000000000002,True,False
4833,Neon Chrome,0.751,0.591,0.16000000000000003,False,False
4834,Neon Drive,0.441,0.751,-0.31,False,False
4835,Neon Hardcorps,-0.363,-0.001,-0.362,False,False
4836,Neon Prism,0.465,0.412,0.05300000000000005,False,False
4837,Neon Space,0.386,0.782,-0.396,False,False
4838,Neon Space 2,-0.012,0.005,-0.017,False,True
4839,NeonXSZ,0.434,0.198,0.236,False,False
4840,Neptune Flux,0.012,-0.187,0.199,True,False
4841,Nether,-0.604,-0.6,-0.0040000000000000036,False,False
4842,Nethergate: Resurrection,0.323,-0.004,0.327,True,False
4843,Networm,0.71,0.595,0.11499999999999999,False,False
4844,NeuroVoider,0.403,-0.157,0.56,True,False
4845,Never Alone (Kisima Ingitchuna),0.348,0.6,-0.252,False,False
4846,Neverending Nightmares,-0.06,-0.396,0.336,False,False
4847,Nevermind,-0.147,-0.154,0.007000000000000006,False,False
4848,Nevertales: The Beauty Within Collector's Edition,0.999,0.999,0.0,False,False
4849,New Star Soccer 5,-0.218,-0.19,-0.027999999999999997,False,False
4850,New York Bus Simulator,-0.424,-0.8,0.37600000000000006,False,False
4851,New York Mysteries: High Voltage,0.904,0.816,0.08800000000000008,False,False
4852,New York Mysteries: Secrets of the Mafia,0.445,0.597,-0.15199999999999997,False,False
4853,New York Mysteries: The Lantern of Souls,0.973,0.978,-0.0050000000000000044,False,False
4854,New York Taxi Simulator,-0.546,-0.614,0.06799999999999995,False,False
4855,NewRetroArcade: Neon,0.435,0.396,0.03899999999999998,False,False
4856,Next Stop 2,-0.108,-0.108,0.0,False,False
4857,Nexuiz,-0.103,-0.2,0.09700000000000002,False,False
4858,Nexus : One Core,0.199,0.199,0.0,False,False
4859,Nexus: The Jupiter Incident,0.693,0.999,-0.30600000000000005,False,False
4860,NiGHTS into Dreams...,0.616,0.589,0.027000000000000024,False,False
4861,Nicolas Eymerich The Inquisitor,-0.123,-0.2,0.07700000000000001,False,False
4862,Nicolas Eymerich The Inquisitor Book II : The Village,-0.343,-0.343,0.0,False,False
4863,Nicole,-0.138,-0.406,0.268,False,False
4864,Nidhogg,0.197,-0.179,0.376,True,False
4865,Night Blights,0.741,0.804,-0.06300000000000006,False,False
4866,Night Mysteries: The Amphora Prisoner,0.163,-0.212,0.375,True,False
4867,Night Shift,-0.279,-0.387,0.10799999999999998,False,False
4868,Night light,-1.0,-1.0,0.0,False,False
4869,NightCry,-0.244,-0.362,0.118,False,False
4870,NightShift Legacy,1.0,1.0,0.0,False,False
4871,NightSky,0.593,0.415,0.178,False,False
4872,Nightbanes,-0.23,-0.195,-0.035,False,False
4873,Nightclub Emporium,-1.0,-1.0,0.0,False,False
4874,Nightfall: Escape,0.174,0.174,0.0,False,False
4875,Nightmare Adventures: The Witch's Prison,-0.984,-0.984,0.0,False,False
4876,NightmareZ,0.52,0.52,0.0,False,False
4877,Nightmares from the Deep 2: The Siren`s Call,0.63,0.797,-0.16700000000000004,False,False
4878,Nightmares from the Deep 3: Davy Jones,0.601,0.978,-0.377,False,False
4879,Nightmares from the Deep: The Cursed Heart,0.557,0.405,0.15200000000000002,False,False
4880,Nightork Adventures - Beyond the Moons of Shadalee,0.322,0.322,0.0,False,False
4881,Nightside,-0.233,-0.756,0.523,False,False
4882,Nighttime Terror: Dessert Defender,0.093,0.002,0.091,False,False
4883,Nihilumbra,0.559,0.8,-0.241,False,False
4884,Niko: Through The Dream,0.483,0.198,0.285,False,False
4885,Nikopol: Secrets of the Immortals,-0.221,-0.209,-0.01200000000000001,False,False
4886,Nil-Ninjahtic: Ronin,0.559,0.559,0.0,False,False
4887,Nimble Quest,0.358,0.4,-0.04200000000000004,False,False
4888,Nimble Writer,0.406,-0.0,0.406,False,False
4889,Nimbus,0.686,0.932,-0.246,False,False
4890,Ninja Blade,-0.312,-0.442,0.13,False,False
4891,Ninja Cats vs Samurai Dogs,0.018,-0.021,0.039,True,False
4892,Ninja Guy,-0.521,-0.998,0.477,False,False
4893,Ninja Outbreak,0.986,0.986,0.0,False,False
4894,Ninja Pizza Girl,0.674,0.548,0.126,False,False
4895,Ninja Reflex: Steamworks Edition,0.253,0.573,-0.31999999999999995,False,False
4896,Ninja Senki DX,-0.227,0.196,-0.42300000000000004,False,True
4897,Ninja Stealth,-0.301,-0.301,0.0,False,False
4898,Ninjahtic,0.066,0.192,-0.126,False,False
4899,Ninjahtic Mind Tricks,0.02,0.228,-0.20800000000000002,False,False
4900,Nitroplus Blasterz: Heroines Infinite Duel,0.494,0.651,-0.15700000000000003,False,False
4901,No Man's Sky,-0.121,0.182,-0.303,False,True
4902,No More Room in Hell,0.24,0.232,0.00799999999999998,False,False
4903,No One But You,-0.001,0.292,-0.293,False,True
4904,No Pineapple Left Behind,0.06,0.038,0.022,False,False
4905,No Time To Explain Remastered,-0.068,-0.203,0.135,False,False
4906,No Time To Live,-0.7,-0.7,0.0,False,False
4907,NoLimits 2 Roller Coaster Simulation,0.489,0.431,0.057999999999999996,False,False
4908,Nobunaga's Ambition: Souzou,0.391,0.018,0.373,False,False
4909,Noctropolis,0.294,0.412,-0.118,False,False
4910,Nodiatis,0.199,0.021,0.17800000000000002,False,False
4911,Noir Syndrome,-0.066,0.144,-0.21,False,True
4912,Noitu Love 2 Devolution,0.559,0.787,-0.22799999999999998,False,False
4913,Nokori,-0.391,-0.373,-0.018000000000000016,False,False
4914,Nomad Fleet,-0.223,-0.036,-0.187,False,False
4915,Noob Squad,-0.442,0.189,-0.631,False,True
4916,Nordenfelt,-0.452,-0.452,0.0,False,False
4917,Normality,0.007,0.249,-0.242,False,False
4918,Northmark: Hour of the Wolf,0.134,0.228,-0.094,False,False
4919,Nosferatu: The Wrath of Malachi,0.223,0.397,-0.17400000000000002,False,False
4920,Nostradamus: The Last Prophecy,-0.032,0.002,-0.034,False,True
4921,Not The Robots,0.218,0.25,-0.032,False,False
4922,Not without my donuts,-0.647,-0.612,-0.03500000000000003,False,False
4923,NotCoD™,0.246,0.04,0.206,False,False
4924,NotTheNameWeWanted,0.134,-0.038,0.17200000000000001,True,False
4925,Notch - The Innocent LunA: Eclipsed SinnerS,0.025,0.198,-0.17300000000000001,False,False
4926,Notrium,0.716,0.413,0.303,False,False
4927,Notruf 112,-0.044,-0.573,0.5289999999999999,False,False
4928,Nova-111,0.61,0.709,-0.09899999999999998,False,False
4929,Nuclear Dawn,0.44,0.356,0.08400000000000002,False,False
4930,Nuclear Throne,0.338,0.166,0.17200000000000001,False,False
4931,Nulldrifters,-0.404,-0.404,0.0,False,False
4932,Numba Deluxe,-0.151,-0.035,-0.11599999999999999,False,False
4933,Numen: Contest of Heroes,-0.325,-0.279,-0.045999999999999985,False,False
4934,Nurse Love Addiction,0.401,0.179,0.22200000000000003,False,False
4935,Nusakana,0.066,0.213,-0.147,False,False
4936,Nuts!: The Battle of the Bulge,-0.334,-0.334,0.0,False,False
4937,Nux,-0.503,-0.257,-0.246,False,False
4938,Nyan Cat: Lost In Space,0.326,0.001,0.325,False,False
4939,Nyctophilia,-0.241,-0.253,0.01200000000000001,False,False
4940,Nyctophobia,-0.313,-0.212,-0.101,False,False
4941,NyxQuest,0.358,0.18,0.178,False,False
4942,O.R.B.,0.161,-0.222,0.383,True,False
4943,O3DX,-0.941,-0.941,0.0,False,False
4944,OASE - Other Age Second Encounter,-0.76,-0.76,0.0,False,False
4945,OCEAN CITY RACING: Redux,-0.385,-0.394,0.009000000000000008,False,False
4946,OESE,0.274,0.385,-0.11099999999999999,False,False
4947,OH! RPG!,0.365,0.206,0.159,False,False
4948,OMG Zombies!,0.171,0.262,-0.091,False,False
4949,OMSI 2,0.055,-0.222,0.277,True,False
4950,ONE PIECE BURNING BLOOD,0.191,-0.351,0.542,True,False
4951,ONE PIECE PIRATE WARRIORS 3,0.085,0.387,-0.302,False,False
4952,OPUS: The Day We Found Earth,0.316,0.02,0.296,False,False
